listing_id,weekly_rent,bond,bedrooms,bathrooms,car_spaces,property_type_primary,property_type_secondary,address,suburb,state,postcode,lat,lon,orientation_degrees,orientation_cardinal
13358624,570.0,2477.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1205/3 Yarra Street,South Yarra,VIC,3141.0,-37.8381602,144.9928339,229.54660517028063,SW
13363045,699.0,3042.0,3.0,2.0,2.0,Apartment,Apartment / Unit / Flat,2/10 McMillan Street,Clayton South,VIC,3169.0,-37.9327081,145.1261642,228.30677469490004,SW
13373486,540.0,2346.0,4.0,2.0,2.0,House,House,5 Hutchence Drive,Point Cook,VIC,3030.0,-37.9154087,144.7868918,229.85288032387228,SW
13373494,595.0,2585.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,104/82 Hawdon Street,Heidelberg,VIC,3084.0,-37.7566375,145.0649075,229.82750526402927,SW
13399198,330.0,1434.0,1.0,1.0,0.0,House,House,52 Childers Street,Cranbourne,VIC,3977.0,-38.112789,145.289034,226.33752621843456,SW
13405084,575.0,2499.0,3.0,2.0,2.0,House,House,93 Oberon Drive,Carrum Downs,VIC,3201.0,-38.091708,145.1859796,226.94273463557056,SW
13442562,595.0,,4.0,2.0,4.0,House,House,"11 Pickerel Avenue,",Clyde North,VIC,3978.0,-38.0806412,145.3398606,226.32619628372112,SW
13464906,540.0,2346.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,2206/31 A'Beckett Street,Melbourne,VIC,3000.0,-37.8089213,144.9625669,229.88227640528132,SW
13480636,370.0,1608.0,1.0,1.0,0.0,Apartment,Studio,9 Earl Street,Carlton,VIC,3053.0,-37.8061615,144.965462,229.88993425502323,SW
13485701,,,3.0,1.0,2.0,House,House,Forest Hill VIC 3131,Forest Hill,VIC,3131.0,-37.8347413,145.1727369,228.7991619655827,SW
13487920,750.0,3259.0,4.0,2.0,2.0,House,House,18 Lochmaben Court,Clarinda,VIC,3169.0,-37.9387968,145.1058031,228.3524241267218,SW
13509330,325.0,1412.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,6/74 Callander Road,Noble Park,VIC,3174.0,-37.9561822,145.1785544,227.91278312231316,SW
13535264,330.0,1434.0,1.0,1.0,1.0,House,House,2/52 Childers Street,Cranbourne,VIC,3977.0,-38.112789,145.289034,226.33752621843456,SW
13574624,550.0,,4.0,2.0,2.0,House,House,75 Hedgevale Drive,Officer,VIC,3809.0,-38.0566194,145.4044896,226.1944713242614,SW
13591793,2300.0,9000.0,3.0,3.0,2.0,Apartment,Apartment / Unit / Flat,1/116 Esplanade,Brighton,VIC,3186.0,-37.9185995,144.988133,228.99767941268624,SW
13615630,700.0,3042.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,139/38 Kavanagh Street,Southbank,VIC,3006.0,-37.8238382,144.964246,229.76867627606754,SW
13624699,690.0,2999.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,105/8 Luton Lane,Hawthorn,VIC,3122.0,-37.823106,145.034398,229.47838572308785,SW
13629592,610.0,2651.0,4.0,2.0,2.0,House,House,9 Bronzewing Street,Pakenham,VIC,3810.0,-38.0836917,145.4493772,225.79949249305193,SW
13637000,675.0,2933.0,3.0,2.0,2.0,Townhouse/Villa,Townhouse,2/20 Lance Road,Bayswater,VIC,3153.0,-37.8515512,145.2642874,228.27436077686625,SW
13656222,620.0,2694.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,202/163 Fitzroy Street,St Kilda,VIC,3182.0,-37.8586838,144.9797352,229.45581557830894,SW
13658426,735.0,3194.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,5/21-23 Brighton Road,St Kilda,VIC,3182.0,-37.8691604,144.9871063,229.35053781066514,SW
13660322,290.0,,1.0,1.0,0.0,Townhouse/Villa,Townhouse,7 White Street,Oakleigh East,VIC,3166.0,-37.9119292,145.119709,228.4811365586854,SW
13685849,390.0,1695.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,11/90 Roberts Street,West Footscray,VIC,3012.0,-37.8088147,144.8699194,230.26622135515743,SW
13686167,565.0,2455.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,9/59 Stawell Street,Richmond,VIC,3121.0,-37.8220136,145.010408,229.58774376318053,SW
13705047,355.0,1543.0,1.0,1.0,0.0,Apartment,Studio,219/133 Droop Street,Footscray,VIC,3011.0,-37.79256609999999,144.8934229,230.28584561526344,SW
13705582,580.0,2521.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,2407/7 Katherine Place,Melbourne,VIC,3000.0,-37.8202219,144.9564615,229.82700800851427,SW
13705705,750.0,3258.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,214/610 St Kilda Road,Melbourne,VIC,3004.0,-37.8519462,144.980719,229.4995056715407,SW
13720641,500.0,2173.0,3.0,1.0,0.0,House,House,24 Crampton Crescent,Mill Park,VIC,3082.0,-37.6647208,145.0459273,230.57985040989485,SW
13740536,780.0,3390.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,1/7 Neerim Grove,Hughesdale,VIC,3166.0,-37.8914438,145.0829534,228.78470096343978,SW
13742598,595.0,2585.0,4.0,2.0,2.0,House,House,3 Alberta Way,Berwick,VIC,3806.0,-38.0441003,145.323043,226.65442353011358,SW
13754180,560.0,,3.0,1.0,2.0,House,House,40 Brentwood Dr,Avondale Heights,VIC,3034.0,-37.7703915,144.8537561,230.6070429154349,SW
13760442,485.0,2107.0,2.0,1.0,2.0,House,House,180 Paterson Drive,Lynbrook,VIC,3975.0,-38.0623089,145.2557436,226.83299467282833,SW
13763488,580.0,2520.0,3.0,2.0,2.0,House,House,60 Village Crescent,Westmeadows,VIC,3049.0,-37.6723902,144.9057658,231.10497678774848,SW
13770519,380.0,1651.0,3.0,2.0,4.0,House,House,15 Haynes Court,Melton,VIC,3337.0,-37.6785269,144.5860255,232.32355400801688,SW
13783332,800.0,3476.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,511/68 La Trobe Street,Melbourne,VIC,3000.0,-37.8083719,144.9667496,229.8687317300016,SW
13808207,700.0,3042.0,2.0,1.0,1.0,Townhouse/Villa,Townhouse,51A Eastwood Street,Kensington,VIC,3031.0,-37.7904547,144.9302676,230.1489004889136,SW
13825204,880.0,3823.0,3.0,2.0,1.0,Apartment,Apartment / Unit / Flat,4.06/69 Flemington Road,North Melbourne,VIC,3051.0,-37.7992098,144.9538969,229.98797498948363,SW
13825209,930.0,4041.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,9.09/69 Flemington Road,North Melbourne,VIC,3051.0,-37.799223,144.953891,229.98790499050574,SW
13855317,,,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,Noble Park VIC 3174,Noble Park,VIC,3174.0,-37.9650097,145.1733926,227.87370482902173,SW
13860314,475.0,2064.0,3.0,2.0,3.0,House,House,65 Burton St,Lalor,VIC,3075.0,-37.667204,145.031486,230.6222739376311,SW
13867125,625.0,,3.0,2.0,2.0,House,House,53 Waterford Avenue,Maribyrnong,VIC,3032.0,-37.7724746,144.8795149,230.48693171170117,SW
13871738,580.0,2520.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,201/710 Station Street,Box Hill,VIC,3128.0,-37.8171539,145.1243054,229.13595645923064,SW
13902247,560.0,2433.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1011/61 Galada Avenue,Parkville,VIC,3052.0,-37.780094,144.9395466,230.18480341882378,SW
13911630,620.0,2694.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,G01/3 Hay Street,Box Hill South,VIC,3128.0,-37.83030249999999,145.1313864,229.01095462645705,SW
13916703,630.0,2520.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1403/568 Collins Street,Melbourne,VIC,3000.0,-37.8184526,144.9555358,229.84350287211896,SW
13954330,450.0,1955.0,3.0,1.0,3.0,House,House,6 Flannery Court,Oak Park,VIC,3046.0,-37.7151711,144.9067051,230.78927779879083,SW
13973661,720.0,3129.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,37 Little Buckingham Street,Richmond,VIC,3121.0,-37.8141621,145.0019123,229.67974058500042,SW
13995589,700.0,3042.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,609/240-250 Lygon Street,Brunswick East,VIC,3057.0,-37.7705744,144.9720697,230.117972625302,SW
14001881,560.0,,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,Unit 1/26 Park Street,Moonee Ponds,VIC,3039.0,-37.761641,144.9193931,230.40095856976168,SW
14027208,520.0,2260.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,306/589 Elizabeth Street,Melbourne,VIC,3000.0,-37.8045593,144.9582355,229.93157399470198,SW
14030479,650.0,2824.0,4.0,3.0,4.0,House,House,1 Giong Lane,Sunshine West,VIC,3020.0,-37.7942492,144.7922895,230.68527104614913,SW
14035381,,1564.0,3.0,1.0,2.0,House,House,16 Flinders Street,Queenscliff,VIC,3225.0,-38.2707931,144.6518378,228.0016919337068,SW
14060843,650.0,2825.0,3.0,1.0,2.0,House,House,1 Adare Close,Mulgrave,VIC,3170.0,-37.9305323,145.1847706,228.06559407858867,SW
14063593,340.0,1477.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2/7 Gertrude Street,St Albans,VIC,3021.0,-37.7408158,144.7954351,231.0552662975007,SW
14070139,625.0,1520.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,906/470 St Kilda Road,Melbourne,VIC,3004.0,-37.8412731,144.9768696,229.59155322979035,SW
14070191,540.0,2346.0,4.0,2.0,2.0,House,House,27 Bogong Loop,Tarneit,VIC,3029.0,-37.8434141,144.6463964,230.91682752660844,SW
14083874,520.0,2259.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,17/46-48 Elphin Grove,Hawthorn,VIC,3122.0,-37.8187198,145.0418329,229.47821096425062,SW
14086539,1090.0,4000.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,14 David Street,Richmond,VIC,3121.0,-37.8150818,145.0114781,229.63281935253,SW
14093907,550.0,2390.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,405/227 Toorak Road,South Yarra,VIC,3141.0,-37.8392175,144.9946919,229.5312486028141,SW
14102778,730.0,3173.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,2207/551 Swanston Street,Carlton,VIC,3053.0,-37.80568,144.9627446,229.90473176594824,SW
14119985,510.0,2216.0,3.0,3.0,1.0,House,House,1/188 O'Shanassy Street,Sunbury,VIC,3429.0,-37.5859513,144.7258133,232.45852417416944,SW
14122020,935.0,4062.0,4.0,2.0,2.0,House,House,5 Apele Pl,Mernda,VIC,3754.0,-37.6000326,145.0708604,230.9547356314376,SW
14139818,600.0,2607.0,3.0,1.0,3.0,House,House,159 Essex Street,West Footscray,VIC,3012.0,-37.7930226,144.8705649,230.3763384447588,SW
14141482,315.0,1260.0,1.0,1.0,0.0,House,House,Room 4/18 Gunther Avenue,Springvale,VIC,3171.0,-37.9580739,145.1596657,227.98252422154144,SW
14146257,500.0,2167.0,3.0,1.0,1.0,Apartment,Apartment / Unit / Flat,3/22 Hackett Court,Delahey,VIC,3037.0,-37.7110692,144.7774712,231.34163715213782,SW
14151700,610.0,2650.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,410/20 Hepburn Road,Doncaster,VIC,3108.0,-37.7883885,145.1292671,229.32174917096512,SW
14154581,1200.0,3500.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,325 Collins Street,Melbourne,VIC,3000.0,-37.8166442,144.9635498,229.82295323976774,SW
14155173,,1564.0,2.0,2.0,1.0,House,House,85 Asbury Street,Ocean Grove,VIC,3226.0,-38.2633933,144.5245675,228.5550815642875,SW
14158077,500.0,2173.0,3.0,2.0,1.0,House,House,17 Nankeen Way,Tarneit,VIC,3029.0,-37.8420458,144.644215,230.9349852855394,SW
14180327,695.0,950.0,1.0,1.0,2.0,Apartment,Apartment / Unit / Flat,6/24A Dickens Street,Elwood,VIC,3184.0,-37.8728396,144.9827839,229.34269722320667,SW
14185784,700.0,,2.0,2.0,2.0,Apartment,Apartment / Unit / Flat,108/1375 Burke Road,Kew,VIC,3101.0,-37.8068642,145.061359,229.4801311368545,SW
14198432,900.0,3910.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,503/601 St Kilda Rd,Melbourne,VIC,3004.0,-37.8506806,144.9813463,229.50585941935364,SW
14217286,600.0,2607.0,4.0,2.0,2.0,House,House,32 Council Street,Doncaster,VIC,3108.0,-37.7834875,145.1303344,229.3525629811095,SW
14221343,500.0,2173.0,4.0,2.0,2.0,House,House,4 Wavertree Crescent,Werribee,VIC,3030.0,-37.91217109999999,144.6057123,230.5962153408028,SW
14223088,695.0,3012.0,3.0,2.0,1.0,Apartment,Apartment / Unit / Flat,2/33-35 Woodville Avenue,Glen Huntly,VIC,3163.0,-37.8966132,145.0396925,228.93351587275174,SW
14244269,1050.0,4100.0,4.0,2.0,2.0,House,House,34a St Albans Street,Mount Waverley,VIC,3149.0,-37.8736601,145.1342532,228.68899875664965,SW
14248185,495.0,2150.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,6/10 Mountain Street,South Melbourne,VIC,3205.0,-37.8374219,144.9508426,229.72788690505178,SW
14248320,485.0,2101.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,605/32 Bray Street,South Yarra,VIC,3141.0,-37.8444943,144.9955195,229.49019251206542,SW
14249722,285.0,1238.0,1.0,1.0,0.0,House,House,13 Norris Crescent,Bundoora,VIC,3083.0,-37.6958165,145.0411077,230.37163594570512,SW
14253235,3900.0,23400.0,4.0,3.0,4.0,Townhouse/Villa,Townhouse,1 Tarver St,Port Melbourne,VIC,3207.0,-37.8347143,144.9197223,229.87659048173447,SW
14266234,480.0,2080.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2/9 Murray Street,Brunswick West,VIC,3055.0,-37.7598178,144.9434389,230.31465126633168,SW
14276004,800.0,3476.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,201/54 A'beckett Street,Melbourne,VIC,3000.0,-37.8088568,144.9616448,229.8865885398718,SW
14282968,750.0,4500.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,1/18 Arthur Street,South Yarra,VIC,3141.0,-37.8418634,144.992411,229.52201363679688,SW
14286057,510.0,2210.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2/64 Lower Plenty Road,Rosanna,VIC,3084.0,-37.744462,145.063111,229.9235299730616,SW
14289119,535.0,2325.0,2.0,1.0,1.0,House,House,4/203 Mason Street,Newport,VIC,3015.0,-37.8410496,144.8651818,230.05648580696538,SW
14311141,520.0,2260.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,G19/48 Victoria Street,Brunswick East,VIC,3057.0,-37.7690842,144.9805795,230.0931621370427,SW
14313234,600.0,,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,"301/35 Malcolm Street,",South Yarra,VIC,3141.0,-37.8376054,144.9968128,229.5337981443524,SW
14316869,580.0,2520.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,3503/48 Balston Street,Southbank,VIC,3006.0,-37.826772,144.9623671,229.7556045179877,SW
14319626,400.0,1738.0,3.0,2.0,1.0,House,House,7 Hiraji Street,Kurunjang,VIC,3337.0,-37.6583545,144.592344,232.44504067494282,SW
14324162,600.0,2607.0,2.0,1.0,1.0,Townhouse/Villa,Townhouse,2/102 Union Street,Brunswick,VIC,3056.0,-37.773166,144.954558,230.17227711170213,SW
14337523,720.0,720.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,4508/38 Rose Lane,Melbourne,VIC,3000.0,-37.8148884,144.9542283,229.8744147043584,SW
14357167,720.0,3075.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,2/2 Ross Court,Mount Waverley,VIC,3149.0,-37.8933928,145.1413088,228.51826194542588,SW
14357194,560.0,2426.0,4.0,2.0,1.0,House,House,22 Pembridge Avenue,Williams Landing,VIC,3027.0,-37.8617201,144.7362907,230.43242535988026,SW
14362785,460.0,1999.0,2.0,1.0,2.0,Apartment,Apartment / Unit / Flat,3/27 Highland Street,Kingsbury,VIC,3083.0,-37.716841,145.037991,230.2310385838805,SW
14364288,520.0,2256.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,1/103 Plumpton Avenue,Glenroy,VIC,3046.0,-37.7059225,144.9208611,230.79839231046734,SW
14378239,450.0,1950.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,301/55 Hopkins Street,Footscray,VIC,3011.0,-37.8005921,144.9052709,230.1796406566341,SW
14387964,570.0,2476.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,404/327 La Trobe Street,Melbourne,VIC,3000.0,-37.8110521,144.9597639,229.87873869963948,SW
14401739,430.0,1868.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1/19 North Avenue,Altona Meadows,VIC,3028.0,-37.865512,144.776527,230.24423652444136,SW
14406744,695.0,3020.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,202/154 Chapel Street,St Kilda,VIC,3182.0,-37.8702451,144.9902099,229.32977631241118,SW
14408135,360.0,1564.0,3.0,1.0,1.0,House,House,9 Kinkora Road,Melton,VIC,3337.0,-37.68909800000001,144.5709629,232.3049252611435,SW
14412202,440.0,1911.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,6/13 Beaumont Parade,West Footscray,VIC,3012.0,-37.8079666,144.8687859,230.27691054145782,SW
14416744,450.0,1955.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,6/76 The Grove,Coburg,VIC,3058.0,-37.7525651,144.9747507,230.23681071438446,SW
14432881,395.0,1716.0,2.0,2.0,1.0,House,House,27 Medallion Ave,Beveridge,VIC,3753.0,-37.4702853,144.9541068,232.41556406302612,SW
14433274,580.0,2521.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1007/18 Hoff Boulevard,Southbank,VIC,3006.0,-37.8251695,144.9638165,229.7609739816742,SW
14433282,930.0,4042.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,2906/464 Collins Street,Melbourne,VIC,3000.0,-37.8175602,144.9585916,229.83712113914697,SW
14434286,525.0,2281.0,4.0,2.0,2.0,House,House,7 Mossop Road,Tarneit,VIC,3029.0,-37.8239929,144.6787063,230.9266298095057,SW
14434769,470.0,2042.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,514/443 Upper Heidelberg Road,Ivanhoe,VIC,3079.0,-37.7550082,145.0557949,229.87804497167363,SW
14446834,495.0,2151.0,3.0,1.0,3.0,House,House,28 Ethel Avenue,Lalor,VIC,3075.0,-37.6671634,145.0246641,230.65119121103348,SW
14447944,500.0,1477.0,3.0,1.0,1.0,House,House,5 Ash Grove,Dandenong,VIC,3175.0,-37.9728835,145.2117194,227.64936750841207,SW
14461655,580.0,2520.0,4.0,2.0,2.0,House,House,7 Viaduct Parade,Truganina,VIC,3029.0,-37.8661059,144.7212944,230.4614873282182,SW
14462654,700.0,3042.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,115/96 Camberwell Road,Camberwell,VIC,3124.0,-37.8320661,145.05771,229.3151146262405,SW
14467354,535.0,2325.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,3/23 Bristol Road,Pascoe Vale,VIC,3044.0,-37.7146515,144.9390458,230.65996734946023,SW
14472384,390.0,1695.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,6/37 Osborne Avenue,Glen Iris,VIC,3146.0,-37.85483139999999,145.0468622,229.19902557485744,SW
14476651,420.0,,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,138/139 Lonsdale Street,Melbourne,VIC,3000.0,-37.8107954,144.9683039,229.84489291243918,SW
14483776,390.0,1695.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,10/14 Stevedore Street,Williamstown,VIC,3016.0,-37.8570828,144.9006389,229.79694120858454,SW
14495094,650.0,2824.0,4.0,2.0,2.0,House,House,7 QUIMBY STREET,Williams Landing,VIC,3027.0,-37.8627767,144.7512387,230.36515211764785,SW
14506710,550.0,2390.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2112/15 Everage Street,Moonee Ponds,VIC,3039.0,-37.7654125,144.9219142,230.3633884771821,SW
14523829,610.0,2651.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,205/91-93 Flemington Road,North Melbourne,VIC,3051.0,-37.7985136,144.9529392,229.99695305660885,SW
14527848,485.0,2108.0,4.0,2.0,2.0,House,House,17 Sonder Avenue,Werribee,VIC,3030.0,-37.9060599,144.6189634,230.58680303812196,SW
14540432,995.0,4324.0,4.0,3.0,2.0,Townhouse/Villa,Townhouse,1/2A Marie St,Oak Park,VIC,3046.0,-37.7187315,144.9177912,230.71790187401015,SW
14549189,415.0,1804.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1112/43 Therry Street,Melbourne,VIC,3000.0,-37.80719819999999,144.9606531,229.90259687719532,SW
14551946,330.0,1434.0,1.0,1.0,0.0,House,House,48 Childers Street,Cranbourne,VIC,3977.0,-38.1128054,145.2885409,226.33964586910935,SW
14562217,1050.0,4562.0,3.0,2.0,1.0,Apartment,Apartment / Unit / Flat,807/33 Rose Lane,Melbourne,VIC,3000.0,-37.8150038,144.9536551,229.87598069051177,SW
14564452,720.0,3129.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,3109/462 Elizabeth St,Melbourne,VIC,3000.0,-37.8078727,144.9605125,229.89835707157994,SW
14567944,620.0,2694.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,302/315 La Trobe Street,Melbourne,VIC,3000.0,-37.8109277,144.9599471,229.8788635402501,SW
14571757,420.0,,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,148/139 Lonsdale Street,Melbourne,VIC,3000.0,-37.8107954,144.9683039,229.84489291243918,SW
14573417,570.0,2477.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,106/956 Doncaster Road,Doncaster East,VIC,3109.0,-37.7887404,145.1569305,229.19932357108326,SW
14585980,450.0,1955.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,16/213 Williams Road,South Yarra,VIC,3141.0,-37.8448546,145.0036539,229.45331674991343,SW
14586488,610.0,2651.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,105/91-93 Flemington Road,North Melbourne,VIC,3051.0,-37.7985136,144.9529392,229.99695305660885,SW
14590937,350.0,1517.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,3/13 McCulloch Street,Essendon,VIC,3040.0,-37.7412983,144.9022405,230.61832946505254,SW
14595980,920.0,3998.0,3.0,2.0,2.0,Townhouse/Villa,Townhouse,19/745 Burwood Road,Hawthorn East,VIC,3123.0,-37.8239745,145.0496635,229.4072841745556,SW
14598757,625.0,2500.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1105/6 St Kilda Road,St Kilda,VIC,3182.0,-37.8566068,144.9834454,229.45495020930844,SW
14599822,380.0,1651.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,9/38 Princes Highway,Dandenong,VIC,3175.0,-37.982868,145.2128715,227.57453470863783,SW
14616716,485.0,2101.0,4.0,2.0,2.0,House,House,55 Cooney Circuit,Kalkallo,VIC,3064.0,-37.5294634,144.9626248,231.93318397538806,SW
14619514,750.0,3259.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,1506/65 Dudley Street,West Melbourne,VIC,3003.0,-37.8100787,144.9505475,229.92413428507584,SW
14620437,510.0,2210.0,4.0,2.0,2.0,House,House,4 Swanley Street,Donnybrook,VIC,3064.0,-37.5475462,144.9617213,231.80100607882275,SW
14638841,770.0,3345.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,701/15 Irving Avenue,Box Hill,VIC,3128.0,-37.81595120000001,145.1215572,229.15647487493422,SW
14650360,1200.0,5200.0,3.0,2.0,1.0,House,House,4/3 Littlewood Street,Hampton,VIC,3188.0,-37.9341066,145.0040348,228.8216601311741,SW
14683556,2300.0,9995.0,3.0,2.0,2.0,Apartment,Apartment / Unit / Flat,7507/70 Southbank Boulevard,Southbank,VIC,3006.0,-37.8229226,144.9639272,229.77654316187562,SW
14699682,530.0,2303.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,705/429 Spencer Street,West Melbourne,VIC,3003.0,-37.8105667,144.9499557,229.92311067596938,SW
14706313,450.0,1955.0,3.0,2.0,2.0,House,House,19 Abbeygate Drive,Werribee,VIC,3030.0,-37.8986902,144.5945603,230.73321253985645,SW
14710432,475.0,2064.0,4.0,2.0,2.0,House,House,14 Cornwell St,Melton South,VIC,3338.0,-37.7171325,144.5784484,232.07531199954033,SW
14717528,440.0,1906.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,7/8 Dunoon Street,Murrumbeena,VIC,3163.0,-37.8915383,145.067631,228.8498599357413,SW
14721198,580.0,2520.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1304/91 Galada Avenue,Parkville,VIC,3052.0,-37.7785874,144.9392004,230.19706774259524,SW
14724011,570.0,2477.0,3.0,2.0,2.0,Townhouse/Villa,Townhouse,23A Shepherd Street,Braybrook,VIC,3019.0,-37.7833356,144.8553205,230.50790367258824,SW
14724582,430.0,1868.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1/52 Hammond Road,Dandenong,VIC,3175.0,-37.9966404,145.2089347,227.49605627474114,SW
14730060,415.0,1803.0,4.0,2.0,2.0,House,House,26 Caspar Place,Bacchus Marsh,VIC,3340.0,-37.6876628,144.4165737,232.89367499215462,SW
14733658,490.0,2129.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,G14/1 Westley Avenue,Ivanhoe,VIC,3079.0,-37.7684499,145.0443202,229.82939390308576,SW
14734427,600.0,2608.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,2003/23 Mackenzie Street,Melbourne,VIC,3000.0,-37.8073387,144.9667765,229.8760140932734,SW
14739378,500.0,2173.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,239/218 Bay Road,Sandringham,VIC,3191.0,-37.9544743,145.0247055,228.59136789878724,SW
14750485,520.0,2260.0,4.0,2.0,2.0,House,House,3 Vanessa Drive,Hampton Park,VIC,3976.0,-38.0291638,145.2494008,227.09003285461208,SW
14754785,550.0,,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,204/327 La Trobe Street,Melbourne,VIC,3000.0,-37.8110521,144.9597639,229.87873869963948,SW
14754979,510.0,2216.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,2203/35 Malcolm Street,South Yarra,VIC,3141.0,-37.83713789999999,144.996434,229.53872565933764,SW
14755117,520.0,2260.0,3.0,1.0,1.0,Apartment,Apartment / Unit / Flat,5/64 Lardner Road,Frankston,VIC,3199.0,-38.1526147,145.1389198,226.73741617954872,SW
14758302,750.0,3259.0,4.0,2.0,1.0,House,House,53 Walker Road,Mount Waverley,VIC,3149.0,-37.861868,145.1422572,228.73814198151067,SW
14765627,660.0,,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1102/500 Elizabeth Street,Melbourne,VIC,3000.0,-37.8070944,144.9602742,229.90492127268573,SW
14772189,480.0,2086.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,14/294 Nicholson Street,Seddon,VIC,3011.0,-37.8087131,144.897853,230.15220061057482,SW
14777851,450.0,1955.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2/77 Dawson Street,Brunswick,VIC,3056.0,-37.7705648,144.9519959,230.2016617901498,SW
