listing_id,weekly_rent,bond,bedrooms,bathrooms,car_spaces,property_type_primary,property_type_secondary,address,suburb,state,postcode,lat,lon,orientation_degrees,orientation_cardinal
14777988,350.0,1521.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,5/25 Williams Road,Prahran,VIC,3181.0,-37.8563538,145.0016353,229.38008055791067,SW
14778246,520.0,2260.0,3.0,2.0,2.0,House,House,2/109 Bladin Street,Laverton,VIC,3028.0,-37.8599167,144.7708066,230.30665074858612,SW
14780982,700.0,3041.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1908/157 A‘beckett Street,Melbourne,VIC,3000.0,-37.8097183,144.9595886,229.8890097882773,SW
14784690,470.0,2042.0,3.0,2.0,1.0,House,House,91 Antares Parade,Kalkallo,VIC,3064.0,-37.5212359,144.9542359,232.0294068064623,SW
14789432,500.0,2173.0,3.0,1.0,2.0,House,House,52 Jackson Street,Sunbury,VIC,3429.0,-37.5835124,144.733877,232.44501426549218,SW
14791496,700.0,3041.0,4.0,2.0,2.0,House,House,21 Muffet Way,Officer,VIC,3809.0,-38.0747733,145.4112073,226.0383085604602,SW
14799583,550.0,2390.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2/1 Leigh Street,Mount Waverley,VIC,3149.0,-37.8753798,145.1148135,228.76108083647836,SW
14807750,580.0,2520.0,3.0,2.0,2.0,House,House,28 Omeara Crescent,Cranbourne East,VIC,3977.0,-38.1254397,145.2956671,226.2214299781243,SW
14811085,740.0,3215.0,3.0,1.0,0.0,House,House,51 Queensville Street,Kingsville,VIC,3012.0,-37.8061515,144.8841058,230.22703406279334,SW
14818923,410.0,1782.0,4.0,2.0,2.0,House,House,3 Chanticleer Avenue,Harkness,VIC,3337.0,-37.6633736,144.545847,232.58538699390903,SW
14831537,,1825.0,2.0,1.0,2.0,Apartment,Apartment / Unit / Flat,1/42 Garnet St,Brunswick,VIC,3056.0,-37.755082,144.953848,230.30563720019197,SW
14835065,700.0,3042.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1802/315 La Trobe Street,Melbourne,VIC,3000.0,-37.8109277,144.9599471,229.8788635402501,SW
14842935,510.0,2216.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,1/10 Rosamond Road,Footscray,VIC,3011.0,-37.7879385,144.8834559,230.35990565593076,SW
14844786,520.0,2260.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,405/5-7 Carlton street,Prahran,VIC,3181.0,-37.8477986,144.9947556,229.46990510762802,SW
14849470,1030.0,6180.0,4.0,2.0,2.0,Townhouse/Villa,Townhouse,69 Manningham Street,Parkville,VIC,3052.0,-37.7862291,144.9416219,230.13212489033614,SW
14853057,695.0,3020.0,2.0,1.0,0.0,House,House,7 Little Ingles,Port Melbourne,VIC,3207.0,-37.8348291,144.9486637,229.7554275070024,SW
14854900,470.0,2042.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1905/39 Lonsdale Street,Melbourne,VIC,3000.0,-37.8099061,144.9711071,229.83952966495278,SW
14856629,670.0,,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,F143/11 Bond Street,Caulfield North,VIC,3161.0,-37.8757844,145.0367688,229.0932639268844,SW
14866098,520.0,2260.0,2.0,1.0,1.0,House,House,1/11 Mitchell Street,Mornington,VIC,3931.0,-38.2349538,145.0347238,226.64167547200563,SW
14871452,580.0,2521.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1207/120 A’beckett St,Melbourne,VIC,3000.0,-37.8093086,144.9597389,229.8913130818632,SW
14873476,720.0,3129.0,3.0,1.0,1.0,House,House,90 Grandview Avenue,Pascoe Vale South,VIC,3044.0,-37.7401608,144.9436584,230.45580022428695,SW
14874960,610.0,2650.0,3.0,1.0,0.0,House,House,36 Cappella Ct,Glen Waverley,VIC,3150.0,-37.8957215,145.1674431,228.387609169262,SW
14875063,610.0,2651.0,2.0,1.0,1.0,House,House,33a Urwin Street,Yarraville,VIC,3013.0,-37.8161087,144.8657196,230.23145106014022,SW
14882437,530.0,2303.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,302/20-26 Coromandel Place,Melbourne,VIC,3000.0,-37.8130438,144.9692553,229.82483216739928,SW
14888210,,2600.0,4.0,2.0,5.0,Townhouse/Villa,Townhouse,Forest Hill VIC 3131,Forest Hill,VIC,3131.0,-37.8347413,145.1727369,228.7991619655827,SW
14904361,485.0,2108.0,2.0,2.0,2.0,Apartment,Apartment / Unit / Flat,5/3 Sutton Street,Riddells Creek,VIC,3431.0,-37.46017260000001,144.6787016,233.57580178043776,SW
14908012,1300.0,5649.0,3.0,2.0,1.0,Apartment,Apartment / Unit / Flat,4606W/11 Bale Circuit,Southbank,VIC,3006.0,-37.8261925,144.9628692,229.75763805763148,SW
14908400,530.0,2303.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,6/126 Rathmines Road,Hawthorn East,VIC,3123.0,-37.8207783,145.0519893,229.4202631156382,SW
14914381,420.0,1825.0,3.0,1.0,1.0,House,House,5 Studley Court,Laverton,VIC,3028.0,-37.8636837,144.7678306,230.29212409071826,SW
14925098,650.0,2824.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,114/642 Doncaster Road,Doncaster,VIC,3108.0,-37.78757460000001,145.1270091,229.33738348183053,SW
14926060,500.0,2173.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,3/224 Warrigal Road,Oakleigh South,VIC,3167.0,-37.911457,145.08513,228.6340112328269,SW
14928005,395.0,1716.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,2/13 Wellington Street,Wallan,VIC,3756.0,-37.4177577,144.9770066,232.7240468032416,SW
14945526,590.0,2564.0,4.0,2.0,2.0,House,House,14 Baltic Circuit,Point Cook,VIC,3030.0,-37.9045063,144.7361365,230.13350453163227,SW
14946313,1400.0,6083.0,3.0,2.0,1.0,Apartment,Apartment / Unit / Flat,5505/18 Hoff Boulevard,Southbank,VIC,3006.0,-37.8258054,144.9639234,229.7559908760576,SW
14950415,660.0,2868.0,4.0,2.0,2.0,House,House,3 Devlin Court,Mill Park,VIC,3082.0,-37.663087,145.0490145,230.57889268572873,SW
14966329,650.0,2824.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,106/10 Station Street,Caulfield North,VIC,3161.0,-37.87613109999999,145.0385038,229.0834179788568,SW
14967773,480.0,2085.0,3.0,2.0,1.0,House,House,5/1-3 Chelsworth Place,Caroline Springs,VIC,3023.0,-37.7271644,144.7414437,231.36878033213867,SW
14969521,650.0,2824.0,3.0,2.0,2.0,House,House,726 Canterbury Road,Vermont,VIC,3133.0,-37.8344004,145.2057223,228.65690457218457,SW
14974641,520.0,2260.0,2.0,1.0,2.0,Townhouse/Villa,Townhouse,138 Centre Road,Brighton East,VIC,3187.0,-37.9166954,145.0228041,228.86403507739664,SW
14978598,630.0,2738.0,4.0,2.0,2.0,House,House,434 Brookfield Boulevard,Craigieburn,VIC,3064.0,-37.5746392,144.9045522,231.83146016687527,SW
14983154,550.0,2390.0,4.0,2.0,2.0,Townhouse/Villa,Townhouse,9 Popran Walk,Wollert,VIC,3750.0,-37.60769459999999,145.0002708,231.19286820655665,SW
14986570,640.0,2781.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,614/613 Swanston Street,Carlton,VIC,3053.0,-37.8040223,144.9631344,229.9149734342984,SW
14990559,750.0,3259.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,403/35 Camberwell Road,Hawthorn East,VIC,3123.0,-37.8255833,145.0503068,229.39303265267256,SW
14995081,700.0,3042.0,4.0,2.0,1.0,House,House,110 Kallista Emerald Road,The Patch,VIC,3792.0,-37.8966686,145.4007707,227.33367418304653,SW
15003037,600.0,2607.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,72B South Road,Braybrook,VIC,3019.0,-37.7909272,144.8495887,230.47695678293874,SW
15008460,500.0,2173.0,3.0,2.0,2.0,House,House,15 Wonderboom Avenue,Tarneit,VIC,3029.0,-37.8570166,144.6537624,230.79247417136824,SW
15008552,480.0,2086.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,11 Innes Street,Wollert,VIC,3750.0,-37.6085591,145.0032438,231.1740962492994,SW
15017075,485.0,2101.0,3.0,2.0,2.0,House,House,7-9 Burlington Crescent,Leopold,VIC,3224.0,-38.179989,144.4650606,229.33265635085644,SW
15018539,670.0,2911.0,4.0,2.0,2.0,House,House,5 Yaramba Boulevard,Point Cook,VIC,3030.0,-37.8840499,144.7213739,230.33544167648301,SW
15019148,795.0,3454.0,4.0,2.0,3.0,House,House,12 Wilbur Crescent,Hughesdale,VIC,3166.0,-37.8934971,145.0815039,228.7764149296066,SW
15031268,650.0,2825.0,3.0,1.0,2.0,House,House,65 Hilton Street,Mount Waverley,VIC,3149.0,-37.8678863,145.1389727,228.70955896945054,SW
15039674,895.0,,3.0,2.0,1.0,Apartment,Apartment / Unit / Flat,Bentleigh VIC 3204,Bentleigh,VIC,3204.0,-37.9180621,145.0437866,228.764945735816,SW
15047658,685.0,2976.0,2.0,1.0,0.0,House,House,36 The Ridgeway,Kensington,VIC,3031.0,-37.7943514,144.9251785,230.14204905511144,SW
15049395,335.0,1450.0,3.0,1.0,2.0,House,House,53 Morwell Cres,Dallas,VIC,3047.0,-37.6669001,144.9336329,231.03098071391838,SW
15058693,975.0,4237.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,204/154 Chapel Street,St Kilda,VIC,3182.0,-37.8702583,144.9902039,229.32970813735975,SW
15060096,,1412.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,Forest Hill VIC 3131,Forest Hill,VIC,3131.0,-37.8347413,145.1727369,228.7991619655827,SW
15067096,490.0,2129.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,606 30 Clark Street,Williams Landing,VIC,3027.0,-37.8666075,144.7437401,230.36828489484108,SW
15067411,400.0,1738.0,1.0,1.0,0.0,Apartment,Studio,204/70-74 Nicholson Street,Fitzroy,VIC,3065.0,-37.8047274,144.9740231,229.86440330469435,SW
15075002,575.0,2499.0,4.0,2.0,2.0,House,House,36 Maling Road,Truganina,VIC,3029.0,-37.8138918,144.719207,230.83787740558282,SW
15082212,675.0,2933.0,5.0,2.0,2.0,House,House,5 Casablanca Court,Truganina,VIC,3029.0,-37.8380962,144.7267093,230.63697921673435,SW
15082751,650.0,2824.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,107/79 Market Street,South Melbourne,VIC,3205.0,-37.83013,144.9581877,229.74913451097453,SW
15086825,500.0,2173.0,3.0,1.0,1.0,House,House,2/3 Evans Crescent,Laverton,VIC,3028.0,-37.8555187,144.7747903,230.3215805157716,SW
15086970,540.0,2346.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,408/499 St Kilda Road,Melbourne,VIC,3004.0,-37.8431272,144.9793406,229.56798671037367,SW
15088246,525.0,,3.0,2.0,2.0,House,House,4 Design Drive,Point Cook,VIC,3030.0,-37.9099511,144.7649875,229.9795148160339,SW
15088480,695.0,3020.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1007/154 Cremorne Street,Cremorne,VIC,3121.0,-37.82981480000001,144.9901409,229.617433532016,SW
15089645,550.0,2390.0,4.0,2.0,2.0,House,House,24 Wilkinson Street,Mernda,VIC,3754.0,-37.6064895,145.0660222,230.92693509618562,SW
15096814,500.0,2173.0,4.0,2.0,2.0,House,House,23 Nectar Avenue,Manor Lakes,VIC,3024.0,-37.8653613,144.5787759,231.02649222542445,SW
15096826,550.0,2390.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1B1B/8 Pearl River Road,Docklands,VIC,3008.0,-37.8156528,144.9382439,229.93550990764695,SW
15097773,530.0,2303.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,24/1255 Nepean Highway,Cheltenham,VIC,3192.0,-37.961386,145.0552374,228.41249630073335,SW
15097855,595.0,2585.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,1203/8 Hallenstein Street,Footscray,VIC,3011.0,-37.8000429,144.9082015,230.17147841987725,SW
15099250,510.0,2216.0,4.0,2.0,2.0,House,House,49 Kellerman Drive,Point Cook,VIC,3030.0,-37.8949145,144.719408,230.26735830807627,SW
15103182,610.0,2651.0,4.0,2.0,2.0,House,House,8 Morse Street,Truganina,VIC,3029.0,-37.8244389,144.7142334,230.7830064883154,SW
15103892,625.0,2716.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,1103/2 Joseph Road,Footscray,VIC,3011.0,-37.8003267,144.9095584,230.16384866690694,SW
15104986,830.0,3607.0,3.0,1.0,0.0,House,House,14 Woolhouse Street,Northcote,VIC,3070.0,-37.7664104,144.9878534,230.08201520058512,SW
15114095,610.0,2651.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1/17 Lambourne Avenue,Rowville,VIC,3178.0,-37.9120635,145.2694853,227.8199348142984,SW
15114431,630.0,2738.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,1/652 Pascoe Vale Road,Oak Park,VIC,3046.0,-37.7173287,144.9198242,230.71972779456752,SW
15114946,600.0,2607.0,5.0,2.0,2.0,House,House,382 Bethany Road,Tarneit,VIC,3029.0,-37.8532018,144.6512494,230.82909196163726,SW
15115172,600.0,2607.0,5.0,2.0,8.0,House,House,83 Alma Avenue,Altona Meadows,VIC,3028.0,-37.86900079999999,144.7794649,230.2078550032607,SW
15115403,520.0,2260.0,3.0,1.0,7.0,House,House,11 Alma Ave,Altona Meadows,VIC,3028.0,-37.8695583,144.7862049,230.17671887473767,SW
15124866,530.0,2303.0,4.0,2.0,2.0,House,House,10 Felicity Drive,Tarneit,VIC,3029.0,-37.8422541,144.6585218,230.87740804413758,SW
15126257,630.0,,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1303/20 Hepburn Rd,Doncaster,VIC,3108.0,-37.7883885,145.1292671,229.32174917096512,SW
15129615,1400.0,6083.0,3.0,2.0,1.0,Apartment,Apartment / Unit / Flat,12/88 Park Street,South Melbourne,VIC,3205.0,-37.8330468,144.9683209,229.6859662764144,SW
15130254,390.0,,3.0,1.0,1.0,House,House,5/16 Centre Avenue,Werribee,VIC,3030.0,-37.8946384,144.6546876,230.52594903188444,SW
15131009,520.0,2260.0,4.0,2.0,2.0,House,House,43 Bunting Crescent,Kalkallo,VIC,3064.0,-37.5281412,144.9643457,231.93609758605794,SW
15141642,1100.0,4780.0,3.0,1.0,1.0,House,House,22 Cliff Street,Brunswick,VIC,3056.0,-37.7641913,144.9576761,230.22397619903353,SW
15144916,660.0,2868.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,209/51-59 Thistlethwaite Street,South Melbourne,VIC,3205.0,-37.8313439,144.9522135,229.76543211321027,SW
15145069,680.0,2955.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,605/51-59 Thistlethwaite Street,South Melbourne,VIC,3205.0,-37.8313439,144.9522135,229.76543211321027,SW
15146639,480.0,2086.0,4.0,2.0,2.0,House,House,69 Rockpool Road,Truganina,VIC,3029.0,-37.8673954,144.7196554,230.4589717097947,SW
15150320,650.0,2817.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,602/3 Tarver,Port Melbourne,VIC,3207.0,-37.8346767,144.9199214,229.8760323954041,SW
15154760,750.0,3259.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,4/1A Kokaribb Road,Carnegie,VIC,3163.0,-37.8865862,145.0564962,228.93258516235605,SW
15161836,530.0,2303.0,4.0,2.0,2.0,House,House,11 Partridge Way,Point Cook,VIC,3030.0,-37.9088332,144.7680618,229.9749091134596,SW
15163589,520.0,2260.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,408/91 Galada Avenue,Parkville,VIC,3052.0,-37.7785874,144.9392004,230.19706774259524,SW
15166560,520.0,2260.0,4.0,2.0,2.0,House,House,12 Verona Avenue,Tarneit,VIC,3029.0,-37.8464493,144.6804252,230.76167036663975,SW
15174288,670.0,2900.0,4.0,2.0,2.0,House,House,14 Saxon Drive,Mooroolbark,VIC,3138.0,-37.7831702,145.3340964,228.45513728897495,SW
15175926,560.0,2434.0,3.0,2.0,2.0,House,House,6 Erasmus Avenue,Craigieburn,VIC,3064.0,-37.5776766,144.8975145,231.8373642103215,SW
15176046,675.0,2933.0,4.0,2.0,2.0,House,House,17 Rowan Avenue,Williams Landing,VIC,3027.0,-37.8590591,144.7470713,230.40799504038404,SW
15179957,625.0,2708.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,4/58 Woodvale Road,Boronia,VIC,3155.0,-37.8671592,145.275263,228.11361287751737,SW
15182034,490.0,2130.0,2.0,1.0,2.0,House,House,U2 19 Harmon Close,Berwick,VIC,3806.0,-38.0503525,145.3302896,226.5782696942465,SW
15182382,920.0,3986.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,6812/370 Queen Street,Melbourne,VIC,3000.0,-37.8101073,144.9587582,229.88969327674258,SW
15187226,550.0,2390.0,4.0,2.0,2.0,House,House,16 Lemongrass Drive,Mickleham,VIC,3064.0,-37.5432898,144.8894651,232.12641425207318,SW
15187642,640.0,2781.0,3.0,2.0,1.0,House,House,35 Setani Cres,Heidelberg West,VIC,3081.0,-37.73725170000001,145.0456739,230.04988464806124,SW
15188501,600.0,2607.0,4.0,2.0,2.0,House,House,6 Dusky Crescent,Tarneit,VIC,3029.0,-37.8394876,144.694426,230.75532865087376,SW
15188817,465.0,2021.0,4.0,2.0,1.0,House,House,1/4 Bunya Place,Werribee,VIC,3030.0,-37.8922056,144.6624253,230.51239606872,SW
15190662,530.0,2303.0,4.0,2.0,2.0,House,House,12 Roscoe Avenue,Kalkallo,VIC,3064.0,-37.5260478,144.9599155,231.96997341358758,SW
15190727,680.0,2954.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,2301/135 A'Beckett Street,Melbourne,VIC,3000.0,-37.8097375,144.9595257,229.88913499528653,SW
15191145,580.0,2520.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,205/23 MacKenzie Street,Melbourne,VIC,3000.0,-37.8073387,144.9667765,229.8760140932734,SW
15192528,490.0,2129.0,2.0,1.0,0.0,Apartment,Apartment / Unit / Flat,5/32 Hobbs Street,Seddon,VIC,3011.0,-37.8078058,144.893528,230.17648643078832,SW
15193024,1400.0,6083.0,3.0,3.0,2.0,House,House,2B Sutherland Road,Armadale,VIC,3143.0,-37.8607016,145.0168794,229.28472414714793,SW
15193347,635.0,2738.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,1401/58 Clarke Street,Southbank,VIC,3006.0,-37.8278616,144.9593727,229.7603510908026,SW
15195517,470.0,2042.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,4/49 Potter Street,Dandenong,VIC,3175.0,-37.9814644,145.2059928,227.61483071297516,SW
15200745,570.0,2470.0,4.0,2.0,4.0,House,House,78 Bensonhurst Parade,Point Cook,VIC,3030.0,-37.8853551,144.7146692,230.3530541994343,SW
15203727,720.0,3129.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,14/10 Tennyson Street,St Kilda,VIC,3182.0,-37.8702104,144.9852191,229.3510523562363,SW
15205097,460.0,1999.0,3.0,2.0,1.0,House,House,2/11 Swinburne court,Truganina,VIC,3029.0,-37.8463911,144.7253126,230.58407727120743,SW
15207672,450.0,1956.0,4.0,2.0,2.0,House,House,15 Grain Road,Wyndham Vale,VIC,3024.0,-37.849511,144.5894276,231.0960385569297,SW
15207773,600.0,2607.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,520/14 David Street,Richmond,VIC,3121.0,-37.8154413,145.0111408,229.6316695105036,SW
15207782,1280.0,5561.0,4.0,2.0,2.0,House,House,33 Palm Beach Drive,Patterson Lakes,VIC,3197.0,-38.0785565,145.1348207,227.25803493510284,SW
15207936,590.0,2564.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,612/5 Olive York Way,Brunswick West,VIC,3055.0,-37.7585213,144.9386181,230.34398139153527,SW
15211033,700.0,3042.0,3.0,2.0,2.0,Townhouse/Villa,Townhouse,2/22 Olive Street,Reservoir,VIC,3073.0,-37.71699,145.0044844,230.3707967888103,SW
15214443,490.0,2129.0,4.0,2.0,2.0,House,House,10 Artful Street,Donnybrook,VIC,3064.0,-37.5427912,144.977856,231.77051959289798,SW
15216363,450.0,1955.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,14/508-510 Moreland Road,Brunswick West,VIC,3055.0,-37.75254049999999,144.9380822,230.38937042783502,SW
15217092,410.0,1782.0,3.0,1.0,1.0,House,House,23 Williams Road,Laverton,VIC,3028.0,-37.8607671,144.776187,230.27899306491784,SW
15218291,750.0,3259.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,507/470 Smith Street,Collingwood,VIC,3066.0,-37.7945119,144.9852422,229.89066603473648,SW
15220278,580.0,2513.0,4.0,3.0,2.0,House,House,5 PERSIAN CRESCENT,Tarneit,VIC,3029.0,-37.8131321,144.6785635,231.00391273682385,SW
15221612,650.0,2824.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,106/88 Kavanagh Street,Southbank,VIC,3006.0,-37.8247558,144.9631359,229.7667710944025,SW
15223005,620.0,2694.0,3.0,1.0,2.0,House,House,11 Parton Court,Carnegie,VIC,3163.0,-37.8906608,145.0466029,228.9460610565122,SW
15223457,420.0,1825.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,107/7 Dudley Street,Caulfield East,VIC,3145.0,-37.8803455,145.0475662,229.01492106288543,SW
15223751,520.0,2260.0,3.0,1.0,2.0,House,House,6 Ellendale Rd,Noble Park,VIC,3174.0,-37.9652497,145.1822178,227.83316965160938,SW
15226729,160.0,695.0,8.0,2.0,0.0,House,House,2 Clunes Street,Kingsbury,VIC,3083.0,-37.7170676,145.0417367,230.21357664798515,SW
15230438,585.0,2542.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,4/31 Wanda Road,Caulfield North,VIC,3161.0,-37.8674517,145.0219512,229.2153181364588,SW
15232770,550.0,2380.0,2.0,2.0,1.0,Townhouse/Villa,Townhouse,3 Avish Close,Mooroolbark,VIC,3138.0,-37.7818148,145.3093271,228.57646445822567,SW
15234135,,2557.0,4.0,2.0,2.0,House,House,11 Bambara Street,Wantirna,VIC,3152.0,-37.8639474,145.2234393,228.36713841516044,SW
15236944,445.0,1934.0,4.0,2.0,2.0,House,House,36 Northam Street,Mambourin,VIC,3024.0,-37.8894178,144.5951022,230.79554174126142,SW
15240397,530.0,2303.0,3.0,1.0,2.0,House,House,32 Nisbett Street,Reservoir,VIC,3073.0,-37.7276523,145.0324338,230.1756654805671,SW
15244231,780.0,3500.0,3.0,2.0,1.0,House,House,3B Faraday Street,Boronia,VIC,3155.0,-37.8576767,145.2723041,228.1946843463534,SW
15245502,540.0,2348.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,13/35 Rosstown Road,Carnegie,VIC,3163.0,-37.8849817,145.0547005,228.9516191190705,SW
15245745,1150.0,4997.0,5.0,3.0,2.0,Townhouse/Villa,Townhouse,44B Belsize Avenue,Carnegie,VIC,3163.0,-37.8913024,145.0585769,228.8903271084321,SW
15248295,640.0,2781.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,A206/29 Browns Road,Clayton,VIC,3168.0,-37.9243853,145.1270354,228.3615255555448,SW
15248297,650.0,2816.0,2.0,2.0,1.0,Apartment,Apartment / Unit / Flat,2.2B/1408 Centre Road,Clayton South,VIC,3169.0,-37.9296404,145.1258224,228.32982766712905,SW
15248298,610.0,2651.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,2B1B/1408 Centre Road,Clayton South,VIC,3169.0,-37.9296404,145.1258224,228.32982766712905,SW
15248600,550.0,2390.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,307/611 Sydney Road,Brunswick,VIC,3056.0,-37.7626904,144.9626685,230.21402499520522,SW
15248888,475.0,,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,901/528 Swanston Street,Carlton,VIC,3053.0,-37.80412340000001,144.9635305,229.91259540406023,SW
15249079,500.0,2173.0,4.0,2.0,2.0,House,House,12 Haven Way,Rockbank,VIC,3335.0,-37.7411196,144.6657449,231.5663651406442,SW
15249465,630.0,2738.0,4.0,1.0,2.0,House,House,43 Aberdeen Drive,Dandenong North,VIC,3175.0,-37.9534686,145.1996337,227.83882059673996,SW
15251490,425.0,1847.0,4.0,2.0,2.0,House,House,7 Larneuk Drive,Cobblebank,VIC,3338.0,-37.7087736,144.5895561,232.09266782831986,SW
15253281,470.0,2042.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,11/12 Beavis Street,Elsternwick,VIC,3185.0,-37.8843678,145.0077909,229.15558603747414,SW
15254362,385.0,,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,12/25 The Avenue,Malvern East,VIC,3145.0,-37.8741285,145.0551224,229.02669870979526,SW
15254421,500.0,2173.0,2.0,1.0,1.0,Apartment,Apartment / Unit / Flat,8/19 Clyde Street,Glen Iris,VIC,3146.0,-37.8620068,145.0495869,229.13638520368906,SW
15260410,580.0,2521.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1712/433 Collins Street,Melbourne,VIC,3000.0,-37.8179178,144.9601207,229.82818174457387,SW
15262557,520.0,2260.0,3.0,2.0,2.0,House,House,46 Timbarra Drive,Werribee,VIC,3030.0,-37.9202186,144.6395861,230.4076780210557,SW
15264449,725.0,3150.0,3.0,2.0,2.0,Apartment,Apartment / Unit / Flat,616/1 Moreland Street,Footscray,VIC,3011.0,-37.8016197,144.9081982,230.16021675192167,SW
15271908,850.0,3693.0,3.0,2.0,2.0,House,House,44a Childers Street,Kew,VIC,3101.0,-37.7989796,145.043187,229.61410206985678,SW
15279531,800.0,3476.0,2.0,2.0,0.0,Apartment,Apartment / Unit / Flat,3010/618 Lonsdale Street,Melbourne,VIC,3000.0,-37.81450030000001,144.9540216,229.87804968345245,SW
15279867,830.0,3600.0,5.0,2.0,3.0,House,House,21 Meadowlark Lane,Mooroolbark,VIC,3138.0,-37.7737387,145.3180859,228.595945047835,SW
15280004,430.0,1863.0,3.0,1.0,1.0,House,House,3 Bottlebrush Drive,Hoppers Crossing,VIC,3029.0,-37.8597385,144.6839198,230.65453681582352,SW
15283235,530.0,2303.0,2.0,1.0,1.0,Townhouse/Villa,Townhouse,1/4 Isla Avenue,Glenroy,VIC,3046.0,-37.7059043,144.9313354,230.75542012132064,SW
15286608,385.0,1668.0,4.0,2.0,2.0,House,House,30 Hawthorn Avenue,Harkness,VIC,3337.0,-37.6639489,144.5458394,232.58126860435203,SW
15291903,650.0,2825.0,1.0,1.0,0.0,Apartment,Apartment / Unit / Flat,1B1B/134-160 Spencer Street,Melbourne,VIC,3000.0,-37.8174166,144.9536383,229.8588165942588,SW
15296801,480.0,2086.0,2.0,1.0,1.0,House,House,8/12-14 McGlynn Avenue,South Morang,VIC,3752.0,-37.653969,145.087868,230.4819097107662,SW
15297796,490.0,2129.0,1.0,1.0,1.0,Apartment,Apartment / Unit / Flat,G04/29-31 Queens Avenue,Hawthorn,VIC,3122.0,-37.8228585,145.0443115,229.43804389303324,SW
15298057,,,,,,,,"3/316-320 Toorak Road, South Yarra VIC 3141",South Yarra,VIC,3141.0,-37.83997,144.99825,229.51089447816395,SW
15298650,680.0,2955.0,3.0,1.0,2.0,Townhouse/Villa,Townhouse,25A Bena Street,Yarraville,VIC,3013.0,-37.8205162,144.8811594,230.13675052137333,SW
