listing_id,weekly_rent,bond,bedrooms,bathrooms,car_spaces,lat,lon,property_type_primary,property_type_secondary,address,suburb,state,postcode,source_file
15951118,630.0,2738.0,3.0,1.0,1.0,-37.9169619,145.1245006,Townhouse/Villa,Townhouse,3/16 Prince Street,Clayton,VIC,3168,15951118.html
15951794,700.0,3042.0,2.0,1.0,1.0,-37.8596252,144.9717245,Apartment,Apartment / Unit / Flat,35/350 Beaconsfield Parade,St Kilda West,VIC,3182,15951794.html
15952386,580.0,2520.0,1.0,1.0,0.0,-37.8162667,144.9604582,Apartment,Apartment / Unit / Flat,2/6 Roeszler Lane,Melbourne,VIC,3000,15952386.html
15954019,940.0,4085.0,5.0,3.0,2.0,-37.9243853,145.1270354,Townhouse/Villa,Townhouse,5B3B/29 Browns Road,Clayton,VIC,3168,15954019.html
15954459,500.0,2173.0,3.0,2.0,1.0,-37.5695507,144.9215638,House,House,91 Charteris Drive,Craigieburn,VIC,3064,15954459.html
15954677,520.0,2253.0,4.0,2.0,2.0,-37.8755333,144.6681029,House,House,358 Heaths Road,Hoppers Crossing,VIC,3029,15954677.html
15954947,350.0,1400.0,3.0,1.0,1.0,-38.1873151,146.2420075,House,House,3 Trentham Street,Moe,VIC,3825,15954947.html
15955760,270.0,540.0,1.0,1.0,0.0,-37.8693371,145.2856906,House,House,Room 4/152 Dorset Road,Boronia,VIC,3155,15955760.html
15957037,265.0,1060.0,1.0,1.0,0.0,-38.2124969,144.3120199,House,House,Room 3/18 Petkell Parade,Grovedale,VIC,3216,15957037.html
15957853,500.0,2173.0,2.0,1.0,1.0,-37.926486,145.2342092,Apartment,Apartment / Unit / Flat,109/1165 Stud Road,Rowville,VIC,3178,15957853.html
15961063,440.0,1906.0,3.0,1.0,5.0,-38.072826,144.3460929,House,House,143 Purnell Road,Corio,VIC,3214,15961063.html
15963158,590.0,2564.0,2.0,1.0,1.0,-37.8880329,145.0592021,Apartment,Apartment / Unit / Flat,1/2 Belsize Avenue,Carnegie,VIC,3163,15963158.html
15964840,560.0,2433.0,2.0,1.0,0.0,-37.8103818,144.9638079,Apartment,Apartment / Unit / Flat,1406/339 Swanston St,Melbourne,VIC,3000,15964840.html
15966066,350.0,1520.0,3.0,1.0,1.0,-35.7243495,143.926567,House,House,4 Swan Street,Kerang,VIC,3579,15966066.html
15967610,425.0,1847.0,3.0,2.0,2.0,-37.854041,144.5921258,House,House,29 Welcome Parade,Wyndham Vale,VIC,3024,15967610.html
15968482,660.0,2868.0,3.0,2.0,2.0,-37.8997977,145.3066382,House,House,57 Ferndale Road,Upper Ferntree Gully,VIC,3156,15968482.html
15969219,460.0,1998.0,,1.0,0.0,-36.7564295,144.2671453,House,House,242A Don Street,Bendigo,VIC,3550,15969219.html
15970017,520.0,2260.0,2.0,1.0,1.0,-37.9190197,145.1220408,Apartment,Apartment / Unit / Flat,203/5-7 Dixon Street,Clayton,VIC,3168,15970017.html
15971459,480.0,2086.0,1.0,1.0,0.0,-37.8082052,144.9589035,Apartment,Apartment / Unit / Flat,320/118 Franklin Street,Melbourne,VIC,3000,15971459.html
15973970,380.0,1651.0,3.0,1.0,2.0,-37.8526366,144.7749576,House,House,42 Whittaker Avenue,Laverton,VIC,3028,15973970.html
15974801,610.0,2651.0,2.0,2.0,1.0,-37.7787522,144.9392503,Apartment,Apartment / Unit / Flat,517/91 Galada Avenue,Parkville,VIC,3052,15974801.html
15976203,450.0,1950.0,3.0,1.0,0.0,-37.7601359,144.8016724,House,House,25 Pottenger Way,St Albans,VIC,3021,15976203.html
15976277,390.0,1695.0,3.0,1.0,1.0,-37.9012775,144.6329679,House,House,12 Wallara Road,Werribee,VIC,3030,15976277.html
15977599,1200.0,5214.0,2.0,2.0,1.0,-37.8375736,144.9940261,Apartment,Apartment / Unit / Flat,1612/18 Claremont Street,South Yarra,VIC,3141,15977599.html
15977979,650.0,2820.0,2.0,2.0,1.0,-37.7788246,144.97091,Apartment,Apartment / Unit / Flat,8 Lygon Street,Brunswick East,VIC,3057,15977979.html
15979911,500.0,2173.0,1.0,1.0,1.0,-37.7401271,144.9679793,Apartment,Apartment / Unit / Flat,217/11 Urquhart Street,Coburg,VIC,3058,15979911.html
15980449,600.0,2608.0,2.0,1.0,2.0,-37.7958599,144.9412591,Apartment,Apartment / Unit / Flat,2b/111 Canning Street,North Melbourne,VIC,3051,15980449.html
15981832,390.0,1695.0,1.0,1.0,1.0,-37.760612,144.9428068,Apartment,Apartment / Unit / Flat,10/12 Cumming Street,Brunswick West,VIC,3055,15981832.html
15982275,340.0,1477.0,1.0,1.0,1.0,-37.8993633,145.0616137,Apartment,Apartment / Unit / Flat,2/46 Rosanna Street,Carnegie,VIC,3163,15982275.html
15982660,580.0,2520.0,4.0,2.0,2.0,-37.5269822,144.8991856,House,House,25 Blackmore Road,Mickleham,VIC,3064,15982660.html
15983626,520.0,2260.0,1.0,1.0,0.0,-37.8021178,144.985667,Apartment,Apartment / Unit / Flat,205T/70 Stanley Street,Collingwood,VIC,3066,15983626.html
15985282,440.0,1912.0,4.0,1.0,2.0,-37.8615728,144.7706867,House,House,32 Thomas Street,Laverton,VIC,3028,15985282.html
15985972,400.0,1738.0,2.0,1.0,2.0,-37.8899408,144.7838249,Apartment,Apartment / Unit / Flat,1/15 Sommers Drive,Altona Meadows,VIC,3028,15985972.html
15986775,595.0,2585.0,3.0,2.0,2.0,-38.0568105,145.3876257,Apartment,Apartment / Unit / Flat,3 Statesman Close,Beaconsfield,VIC,3807,15986775.html
15988462,640.0,2781.0,2.0,1.0,0.0,-37.81145739999999,144.960756,Apartment,Apartment / Unit / Flat,2004/296 Little Lonsdale St,Melbourne,VIC,3000,15988462.html
15989453,800.0,3477.0,3.0,2.0,2.0,-37.8374311,145.1657803,House,House,14 Flora Grove,Forest Hill,VIC,3131,15989453.html
15990983,500.0,2173.0,3.0,1.0,1.0,-37.9110679,144.6741724,House,House,63 Loyola Road,Werribee,VIC,3030,15990983.html
15992898,430.0,1864.0,2.0,1.0,1.0,-36.7793557,144.2873953,Townhouse/Villa,Townhouse,7/131 Havlin Street East,Flora Hill,VIC,3550,15992898.html
15994669,420.0,1825.0,3.0,1.0,1.0,-37.863077,144.7688298,House,House,17 Goble Street,Laverton,VIC,3028,15994669.html
15995858,520.0,2260.0,4.0,2.0,2.0,-37.767735,144.692192,House,House,35 Gila Way,Truganina,VIC,3029,15995858.html
15996569,560.0,2433.0,3.0,2.0,1.0,-37.8057548,144.8683565,Townhouse/Villa,Townhouse,5 Banksia Court,West Footscray,VIC,3012,15996569.html
15997119,1575.0,,2.0,2.0,1.0,-37.9044002,144.9997396,Apartment,Apartment / Unit / Flat,Brighton VIC 3186,Brighton,VIC,3186,15997119.html
15997624,410.0,1782.0,2.0,1.0,1.0,-38.6690597,145.6207701,House,House,2/562 Cape Paterson Road,Cape Paterson,VIC,3995,15997624.html
16002536,1240.0,7440.0,3.0,2.0,1.0,-37.8082312,144.9855712,Apartment,Apartment / Unit / Flat,603/11 Wellington Street,Collingwood,VIC,3066,16002536.html
16003151,520.0,2260.0,2.0,1.0,1.0,-37.7974211,145.0650616,Apartment,Apartment / Unit / Flat,5/9 Maylands Avenue,Balwyn North,VIC,3104,16003151.html
16007252,580.0,,1.0,1.0,1.0,-37.8517664,145.014039,Apartment,Apartment / Unit / Flat,unit 1002/8c Evergreen Mews,Armadale,VIC,3143,16007252.html
16008307,700.0,,2.0,2.0,1.0,-37.8054998,144.9624528,Apartment,Apartment / Unit / Flat,1015/555 Swanston Street,Carlton,VIC,3053,16008307.html
16008754,520.0,2130.0,3.0,1.0,1.0,-38.0736031,145.2700616,Apartment,Apartment / Unit / Flat,1/5 Lachlan Close,Cranbourne North,VIC,3977,16008754.html
16008793,330.0,1434.0,1.0,1.0,1.0,-38.1128418,145.2887566,House,House,50 Childers Street,Cranbourne,VIC,3977,16008793.html
16010604,450.0,1955.0,3.0,2.0,1.0,-37.8746952,144.6257117,House,House,52 Tathra Road,Wyndham Vale,VIC,3024,16010604.html
16012249,660.0,,2.0,1.0,1.0,-37.8767103,145.0375037,Apartment,Apartment / Unit / Flat,209/8 Bond Street,Caulfield North,VIC,3161,16012249.html
16012457,480.0,2086.0,2.0,1.0,0.0,-37.7507224,144.8871549,Apartment,Apartment / Unit / Flat,18a Hampton Road,Essendon,VIC,3040,16012457.html
16013464,530.0,2302.0,3.0,2.0,2.0,-36.7821444,144.2379237,House,House,11 Ucres Way,Golden Square,VIC,3555,16013464.html
16014099,625.0,2715.0,2.0,1.0,1.0,-37.8050416,144.9644185,Apartment,Apartment / Unit / Flat,105/77-81 Cardigan Street,Carlton,VIC,3053,16014099.html
16014478,60.0,261.0,,,1.0,-37.809678,144.9593125,House,House,Carpark5503/135 A'Beckett street,Melbourne,VIC,3000,16014478.html
16014877,1575.0,,2.0,2.0,1.0,-37.9128827,144.9915515,Apartment,Apartment / Unit / Flat,Brighton VIC 3186,Brighton,VIC,3186,16014877.html
16015153,530.0,2303.0,3.0,2.0,2.0,-38.0742609,145.4342797,Townhouse/Villa,Townhouse,14 Topal Drive,Officer,VIC,3809,16015153.html
16017754,680.0,2955.0,1.0,1.0,0.0,-37.8061605,144.9619011,Apartment,Apartment / Unit / Flat,3917/160 Victoria Street,Carlton,VIC,3053,16017754.html
16018949,880.0,3824.0,1.0,1.0,1.0,-37.8651529,144.974783,Apartment,Apartment / Unit / Flat,208A/14-16 The Esplanade,St Kilda,VIC,3182,16018949.html
16020815,460.0,1999.0,4.0,2.0,2.0,-37.5965084,143.8207007,House,House,30 Antoinette Avenue,Bonshaw,VIC,3352,16020815.html
16023910,60.0,261.0,,,1.0,-37.809678,144.9593125,House,House,Carpark3908/135 A'Beckett street,Melbourne,VIC,3000,16023910.html
16024597,525.0,2282.0,1.0,1.0,1.0,-37.8003267,144.9095584,Apartment,Apartment / Unit / Flat,1603/6 Joseph Road,Footscray,VIC,3011,16024597.html
16026235,530.0,2303.0,1.0,1.0,1.0,-37.8049745,144.9029629,Apartment,Apartment / Unit / Flat,1 Bed 1 Bath/48 Cowper Street,Footscray,VIC,3011,16026235.html
16026703,750.0,3259.0,2.0,2.0,1.0,-37.8385882,144.9938153,Apartment,Apartment / Unit / Flat,1901/2 Claremont Street,South Yarra,VIC,3141,16026703.html
16026899,545.0,2368.0,1.0,1.0,0.0,-37.8161718,144.9662944,Apartment,Apartment / Unit / Flat,711/233-239 Collins Street,Melbourne,VIC,3000,16026899.html
16027756,550.0,,3.0,2.0,2.0,-38.0590235,145.2607329,House,House,2 Speranza Place,Lynbrook,VIC,3975,16027756.html
16031429,530.0,2303.0,3.0,1.0,2.0,-37.8664062,144.7836084,House,House,2 Rosebery Street,Altona Meadows,VIC,3028,16031429.html
16031640,600.0,2600.0,4.0,2.0,2.0,-37.6237993,145.0104907,House,House,16 Pike Street,Epping,VIC,3076,16031640.html
16031851,595.0,2585.0,4.0,2.0,2.0,-38.1286405,145.3190059,House,House,54 Bowler Avenue,Clyde,VIC,3978,16031851.html
16032447,550.0,2383.0,2.0,1.0,0.0,-37.8571541,144.998757,Apartment,Apartment / Unit / Flat,5/13 Lewisham Road,Windsor,VIC,3181,16032447.html
16032821,450.0,1955.0,1.0,1.0,1.0,-37.78526919999999,144.894432,Apartment,Apartment / Unit / Flat,G3/44 Skyline Drive,Maribyrnong,VIC,3032,16032821.html
16034383,630.0,2738.0,4.0,2.0,2.0,-37.8629843,145.2543296,House,House,1/1 Russell Crescent,Boronia,VIC,3155,16034383.html
16035623,450.0,1955.0,4.0,2.0,2.0,-37.7198571,144.6205551,House,House,4 Tait Street,Thornhill Park,VIC,3335,16035623.html
16036186,750.0,,2.0,2.0,1.0,-37.9220463,145.1270095,New Developments,New Apartments / Off the Plan,AP2.2/29 Browns Road,Clayton,VIC,3168,16036186.html
16037594,650.0,2824.0,4.0,1.0,2.0,-37.9026766,145.1666277,House,House,14 Hampstead Crescent,Glen Waverley,VIC,3150,16037594.html
16038764,600.0,2607.0,4.0,2.0,2.0,-37.58921429999999,145.0977201,House,House,12 Pittaway Street,Mernda,VIC,3754,16038764.html
16040301,550.0,2390.0,3.0,1.0,2.0,-38.3385364,145.1731944,Apartment,Apartment / Unit / Flat,2/24 Myers Road,Bittern,VIC,3918,16040301.html
16043212,550.0,2389.0,4.0,2.0,2.0,-38.0277812,145.3104395,House,House,5 Stewart Avenue,Narre Warren,VIC,3805,16043212.html
16043866,60.0,261.0,,,1.0,-37.809678,144.9593125,House,House,Carpark2810/81 A'Beckett street,Melbourne,VIC,3000,16043866.html
16046501,900.0,,4.0,2.0,2.0,-37.8074369,145.1083605,House,House,63 Strabane Ave,Mont Albert North,VIC,3129,16046501.html
16048120,800.0,3476.0,2.0,2.0,0.0,-37.8251695,144.9638165,Apartment,Apartment / Unit / Flat,3908E/18 Hoff Blvd,Southbank,VIC,3006,16048120.html
16049234,750.0,3258.0,1.0,1.0,0.0,-37.809615,144.9623021,Apartment,Apartment / Unit / Flat,4506/228 La Trobe Street,Melbourne,VIC,3000,16049234.html
16050754,450.0,1955.0,2.0,1.0,1.0,-38.36225659999999,145.1995154,Apartment,Apartment / Unit / Flat,8/278 Stony Point Road,Crib Point,VIC,3919,16050754.html
16052468,880.0,3824.0,4.0,2.0,2.0,-37.9169919,145.1382089,House,House,1/29-31 Morton Street,Clayton,VIC,3168,16052468.html
16053638,1500.0,9778.0,3.0,3.0,2.0,-37.7765249,144.9756297,House,House,190A Weston Street,Brunswick East,VIC,3057,16053638.html
16053706,540.0,2346.0,3.0,2.0,2.0,-37.90080150000001,144.7327982,House,House,21 Neighbourhood Grove,Point Cook,VIC,3030,16053706.html
16054478,580.0,2521.0,1.0,1.0,0.0,-37.826641,144.9596778,Apartment,Apartment / Unit / Flat,2206/245 City Road,Southbank,VIC,3006,16054478.html
16055673,850.0,4543.0,2.0,2.0,1.0,-37.8236968,144.9413496,Apartment,Apartment / Unit / Flat,2B2B/1 Point Park Crescent,Docklands,VIC,3008,16055673.html
16056368,470.0,2042.0,4.0,2.0,2.0,-37.6679662,144.5361457,House,House,1 Crepe Myrtle Close,Melton West,VIC,3337,16056368.html
16056665,710.0,3085.0,3.0,1.0,2.0,-37.7287798,145.0658868,House,House,9 Jacka Street,Macleod,VIC,3085,16056665.html
16060673,300.0,299.0,,1.0,1.0,-37.8097879,144.9596466,Any,Car Space,carpark135 Abekcett Street,Melbourne,VIC,3000,16060673.html
16061312,650.0,2825.0,2.0,2.0,1.0,-37.8003267,144.9095584,Apartment,Apartment / Unit / Flat,802/8 Joseph Road,Footscray,VIC,3011,16061312.html
16061400,500.0,,4.0,2.0,2.0,-37.9213142,144.6451306,House,House,66 Powlett Street,Werribee,VIC,3030,16061400.html
16062992,680.0,2955.0,3.0,2.0,1.0,-37.7070837,144.9259349,Townhouse/Villa,Townhouse,23 Harold Street,Glenroy,VIC,3046,16062992.html
16065746,645.0,2803.0,4.0,1.0,0.0,-37.7069341,145.1658732,House,House,23 Frank Street,Eltham,VIC,3095,16065746.html
16069235,420.0,1825.0,3.0,2.0,1.0,-37.6517595,144.5709438,House,House,11 Whitegum Street,Harkness,VIC,3337,16069235.html
16071739,430.0,1868.0,2.0,1.0,0.0,-37.7889218,144.8912479,Apartment,Apartment / Unit / Flat,5/21 Empire Street,Footscray,VIC,3011,16071739.html
16072126,450.0,,3.0,1.0,1.0,-37.66970930000001,144.9970431,House,House,18 Cambala Avenue,Lalor,VIC,3075,16072126.html
16073097,590.0,2564.0,2.0,2.0,2.0,-37.8594665,145.2818256,Townhouse/Villa,Townhouse,1/1 Iris Crescent,Boronia,VIC,3155,16073097.html
16073605,460.0,1840.0,3.0,1.0,1.0,-36.081248,146.8941669,House,House,429A Solomon Street,West Albury,NSW,2640,16073605.html
16074053,400.0,1738.0,1.0,1.0,0.0,-37.8055641,144.9633777,Apartment,Apartment / Unit / Flat,3118/488 Swanston Street,Carlton,VIC,3053,16074053.html
16076984,520.0,2253.0,3.0,2.0,1.0,-37.8581472,144.7257727,House,House,77 Alison Street,Truganina,VIC,3029,16076984.html
16077188,580.0,2515.0,3.0,1.0,1.0,-37.9730804,145.1873698,House,House,6 Pamela Street,Noble Park,VIC,3174,16077188.html
16078898,700.0,,2.0,1.0,0.0,-37.812735,144.9691261,Apartment,Apartment / Unit / Flat,1504/139 Bourke Street,Melbourne,VIC,3000,16078898.html
16080004,490.0,2129.0,3.0,1.0,2.0,-37.974755,145.1749732,House,House,67 Leonard Avenue,Noble Park,VIC,3174,16080004.html
16081025,735.0,3194.0,4.0,2.0,2.0,-37.8847418,145.2673184,Apartment,Apartment / Unit / Flat,2/10 Aitken Court,Ferntree Gully,VIC,3156,16081025.html
16082689,,2173.0,3.0,1.0,2.0,-38.3747782,144.8034222,House,House,76 Dunham Street,Rye,VIC,3941,16082689.html
16083378,520.0,2259.0,3.0,2.0,2.0,-37.8701137,144.758123,House,House,2/23 Mayfield Grove,Altona Meadows,VIC,3028,16083378.html
16084387,650.0,2824.0,4.0,2.0,2.0,-37.8261449,144.7249319,House,House,31 Mitcham Street,Truganina,VIC,3029,16084387.html
16085238,480.0,2086.0,2.0,1.0,1.0,-37.8718468,144.8205059,Apartment,Apartment / Unit / Flat,6/253 Esplanade,Altona,VIC,3018,16085238.html
16085239,850.0,3400.0,4.0,2.0,2.0,-34.2005289,142.1333086,House,House,2 Jubilee Drive,Mildura,VIC,3500,16085239.html
16085993,470.0,2064.0,2.0,1.0,1.0,-37.73580320000001,144.9000261,Apartment,Apartment / Unit / Flat,8/94 Kerferd Street,Essendon North,VIC,3041,16085993.html
16086098,480.0,2080.0,2.0,1.0,1.0,-37.7632341,144.9423595,Apartment,Apartment / Unit / Flat,4/2 Dalgety Street,Brunswick West,VIC,3055,16086098.html
16090026,630.0,2738.0,1.0,1.0,0.0,-37.8101314,144.9587648,Apartment,Apartment / Unit / Flat,1B1B/370 Queen Street,Melbourne,VIC,3000,16090026.html
16091192,650.0,,2.0,2.0,1.0,-37.8070848,145.0609698,Apartment,Apartment / Unit / Flat,Apartments/1277 Burke Rd,Kew,VIC,3101,16091192.html
16093155,480.0,2086.0,3.0,1.0,1.0,-38.1229291,145.1449952,House,House,11 Forest Drive,Frankston North,VIC,3200,16093155.html
16093672,60.0,261.0,,,1.0,-37.8156528,144.9382439,House,House,Carpark604/8 Pearl River Road,Docklands,VIC,3008,16093672.html
16094244,680.0,2955.0,3.0,2.0,2.0,-37.9966405,145.1708791,House,House,1 Matthew Close,Keysborough,VIC,3173,16094244.html
16094463,750.0,3259.0,2.0,2.0,1.0,-37.8185893,145.0358987,Apartment,Apartment / Unit / Flat,103/53 Chrystobel Crescent,Hawthorn,VIC,3122,16094463.html
16095278,60.0,261.0,,,1.0,-37.809678,144.9593125,House,House,Carpark2710/80 A'Beckett Street,Melbourne,VIC,3000,16095278.html
16096302,500.0,2172.0,3.0,2.0,4.0,-37.7173564,144.6708858,House,House,48 Henderson Circuit,Aintree,VIC,3336,16096302.html
16098533,1050.0,4563.0,2.0,2.0,0.0,-37.8168359,144.9987901,Apartment,Apartment / Unit / Flat,705/246 Church St,Richmond,VIC,3121,16098533.html
16100182,60.0,261.0,,,1.0,-37.8122489,144.9621762,House,House,Carpark3004Y/639 Lonsdale St,Melbourne,VIC,3000,16100182.html
16101531,1200.0,5200.0,3.0,2.0,2.0,-37.7586758,144.9420305,Townhouse/Villa,Townhouse,460 Albion Street,Brunswick West,VIC,3055,16101531.html
16104039,1200.0,5214.0,5.0,2.0,2.0,-37.8888479,145.0637588,House,House,16 Beena Street,Carnegie,VIC,3163,16104039.html
16104067,480.0,2086.0,3.0,2.0,1.0,-37.71080540000001,144.7246129,Apartment,Apartment / Unit / Flat,1/3 Lockwood Court,Fraser Rise,VIC,3336,16104067.html
16104128,900.0,3900.0,5.0,2.0,2.0,-36.5079863,145.9788445,House,House,86 Gardner Road,Benalla,VIC,3672,16104128.html
16108381,520.0,2259.0,3.0,2.0,2.0,-36.12601009999999,146.8827682,House,House,2 Charles Street,Wodonga,VIC,3690,16108381.html
16108920,530.0,2120.0,4.0,2.0,2.0,-34.1971724,142.1841219,House,House,1 Lachlan Court,Mildura,VIC,3500,16108920.html
16109222,500.0,2173.0,2.0,1.0,1.0,-37.8759551,145.1485391,House,House,3/21 Shirley Avenue,Glen Waverley,VIC,3150,16109222.html
16109618,500.0,2173.0,1.0,1.0,1.0,-37.8229863,145.0461937,Apartment,Apartment / Unit / Flat,209/8 Montrose Street,Hawthorn East,VIC,3123,16109618.html
16110908,560.0,2427.0,4.0,2.0,2.0,-37.7296024,144.6675879,House,House,15 Beaumont Street,Aintree,VIC,3336,16110908.html
16110936,850.0,3693.0,3.0,3.0,2.0,-37.9196959,145.0576269,Townhouse/Villa,Townhouse,3/5 Heather Street,Bentleigh East,VIC,3165,16110936.html
16112084,930.0,4041.0,1.0,1.0,1.0,-37.8415186,144.9376068,Apartment,Apartment / Unit / Flat,503/45 Nott Street,Port Melbourne,VIC,3207,16112084.html
16112117,420.0,1825.0,1.0,1.0,1.0,-37.8772498,145.0341199,Apartment,Apartment / Unit / Flat,10/113 Eskdale Road,Caulfield North,VIC,3161,16112117.html
16113408,475.0,2046.0,3.0,1.0,1.0,-37.9912938,145.2395806,House,House,15 Ash Street,Doveton,VIC,3177,16113408.html
16114549,450.0,1955.0,4.0,2.0,2.0,-37.8708844,144.6183279,House,House,63 Hirata Boulevard,Wyndham Vale,VIC,3024,16114549.html
16115210,355.0,1542.0,1.0,1.0,1.0,-38.103597,145.12663,Apartment,Apartment / Unit / Flat,8a Station Street,Seaford,VIC,3198,16115210.html
16116545,850.0,3693.0,4.0,1.0,3.0,-37.91813399999999,145.0530589,House,House,13 Bevis Street,Bentleigh East,VIC,3165,16116545.html
16118747,580.0,2520.0,3.0,1.0,2.0,-37.9811959,145.1675874,House,House,15 Kingsclere Avenue,Keysborough,VIC,3173,16118747.html
16121148,725.0,3150.0,2.0,2.0,1.0,-37.8153301,144.952659,Apartment,Apartment / Unit / Flat,712/220 Spencer Street,Melbourne,VIC,3000,16121148.html
16122230,430.0,1868.0,3.0,2.0,1.0,-37.71894940000001,144.6249833,House,House,101 Bingham Circuit,Thornhill Park,VIC,3335,16122230.html
16124002,400.0,1735.0,1.0,1.0,1.0,-37.9631019,145.168604,Apartment,Apartment / Unit / Flat,4/104 Corrigan Road,Noble Park,VIC,3174,16124002.html
16124312,325.0,3772.0,,,0.0,-38.0383359,144.4305465,Land,Vacant land,50 Avalon Road,Avalon,VIC,3212,16124312.html
16124719,900.0,3900.0,4.0,3.0,2.0,-37.8926389,145.1665159,Townhouse/Villa,Townhouse,31 Botanic Drive,Glen Waverley,VIC,3150,16124719.html
16125487,620.0,2480.0,2.0,2.0,1.0,-36.0849833,146.9196047,Townhouse/Villa,Townhouse,204/425 David Street,Albury,NSW,2640,16125487.html
16125559,540.0,2346.0,4.0,2.0,2.0,-37.8400071,144.6856747,House,House,27 Kambah Street,Tarneit,VIC,3029,16125559.html
16126619,550.0,2390.0,4.0,2.0,2.0,-37.8824048,144.7112679,House,House,121 Bensonhurst Parade,Point Cook,VIC,3030,16126619.html
16129776,1230.0,5345.0,3.0,2.0,2.0,-37.8785531,145.1655329,Apartment,Apartment / Unit / Flat,1711A/25 O'Sullivan Road,Glen Waverley,VIC,3150,16129776.html
16130508,500.0,2173.0,2.0,2.0,1.0,-38.09501119999999,145.2777668,House,House,3/6 Belmar Street,Cranbourne,VIC,3977,16130508.html
16131507,760.0,3302.0,4.0,2.0,1.0,-37.7883031,145.3096981,Townhouse/Villa,Townhouse,6 Primary Street,Mooroolbark,VIC,3138,16131507.html
16132020,600.0,2600.0,3.0,1.0,2.0,-37.9754763,145.2660549,House,House,9 Coledale Close,Endeavour Hills,VIC,3802,16132020.html
16133088,370.0,1608.0,3.0,1.0,2.0,-37.6936201,144.581139,Apartment,Apartment / Unit / Flat,14/62 andrew street,Melton South,VIC,3338,16133088.html
16134174,650.0,2824.0,3.0,2.0,1.0,-37.8348851,145.2089966,House,House,30 Aubrey Street,Vermont,VIC,3133,16134174.html
16134537,60.0,261.0,,,1.0,-37.8090217,144.9608512,House,House,Carpark2504/462 Elizabeth Street,Melbourne,VIC,3000,16134537.html
16135841,680.0,2955.0,2.0,1.0,1.0,-37.8075918,144.9668586,Apartment,Apartment / Unit / Flat,2205/33 MacKenzie Street,Melbourne,VIC,3000,16135841.html
16136524,600.0,2608.0,4.0,2.0,2.0,-37.8711911,144.6193597,House,House,4B2B Vogue Drive,Wyndham Vale,VIC,3024,16136524.html
16139682,575.0,2491.0,1.0,1.0,1.0,-37.8506745,144.9830981,Apartment,Apartment / Unit / Flat,109/K6 High Street,Windsor,VIC,3181,16139682.html
16142908,720.0,3129.0,2.0,2.0,0.0,-37.8375736,144.9940261,Apartment,Apartment / Unit / Flat,511/18 Claremont Street,South Yarra,VIC,3141,16142908.html
16143018,530.0,2303.0,4.0,2.0,2.0,-37.8396268,144.6787605,House,House,16 Wickford Road,Tarneit,VIC,3029,16143018.html
16143495,650.0,2816.0,2.0,1.0,0.0,-37.8176013,145.1186637,Apartment,Apartment / Unit / Flat,2b1b/850 Whitehorse Road,Box Hill,VIC,3128,16143495.html
16144766,550.0,2390.0,4.0,2.0,2.0,-38.2245584,144.3236465,House,House,1 Neon Avenue,Mount Duneed,VIC,3217,16144766.html
16146902,590.0,2564.0,2.0,2.0,1.0,-37.7441667,144.9622588,Apartment,Apartment / Unit / Flat,5/2 Hudson Street,Coburg,VIC,3058,16146902.html
16151617,740.0,3215.0,4.0,3.0,1.0,-37.8340632,145.2779566,Townhouse/Villa,Townhouse,21 Hamilton Road,Bayswater North,VIC,3153,16151617.html
16153500,450.0,,3.0,2.0,4.0,-37.8762129,144.6882928,House,House,9 Oppy Crescent,Hoppers Crossing,VIC,3029,16153500.html
16154751,500.0,2173.0,3.0,1.0,1.0,-37.7516409,145.0457218,House,House,373 Waterdale Road,Bellfield,VIC,3081,16154751.html
16154795,60.0,261.0,,,1.0,-37.8152243,144.9541663,House,House,Carpark6110Y/33 Rose Lane,Melbourne,VIC,3000,16154795.html
16155062,440.0,1912.0,3.0,1.0,2.0,-37.5819364,144.7003017,House,House,12 Collins Street,Sunbury,VIC,3429,16155062.html
16155751,600.0,2607.0,4.0,2.0,2.0,-38.1020694,145.3914291,House,House,8 Sunlight Avenue,Clyde North,VIC,3978,16155751.html
16155832,1150.0,6500.0,4.0,1.0,2.0,-37.78511779999999,144.9257543,House,House,1 Illawarra Road,Flemington,VIC,3031,16155832.html
16156351,230.0,1028.0,8.0,4.0,2.0,-37.9043755,145.127078,House,House,12 Auguste Avenue,Clayton,VIC,3168,16156351.html
16156868,380.0,1651.0,3.0,1.0,1.0,-37.7004764,144.5654764,House,House,26 Coburns Road,Melton South,VIC,3338,16156868.html
16162816,430.0,1863.0,3.0,2.0,2.0,-37.5768801,143.8586903,House,House,3/719 Tress Street,Mount Pleasant,VIC,3350,16162816.html
16163657,850.0,3694.0,3.0,2.0,2.0,-37.8023732,145.1342437,Townhouse/Villa,Townhouse,2A Roselea Street,Box Hill North,VIC,3129,16163657.html
16164831,360.0,1440.0,3.0,1.0,2.0,-35.0640964,142.3152712,House,House,21 Martin Avenue,Ouyen,VIC,3490,16164831.html
16166083,370.0,1603.0,3.0,1.0,1.0,-38.1995996,146.5581652,House,House,58 Newman Crescent,Traralgon,VIC,3844,16166083.html
16167411,460.0,1993.0,1.0,1.0,1.0,-37.8381995,144.9928124,Apartment,Apartment / Unit / Flat,(Leased) 3 Yarra Street,South Yarra,VIC,3141,16167411.html
16167468,750.0,,2.0,2.0,1.0,-37.9220463,145.1270095,New Developments,New Apartments / Off the Plan,APF2.2/29 Browns Road,Clayton,VIC,3168,16167468.html
