listing_id,weekly_rent,bond,bedrooms,bathrooms,car_spaces,lat,lon,property_type_primary,property_type_secondary,address,suburb,state,postcode,source_file
17714315,800.0,3477.0,2.0,1.0,0.0,-37.7911136,144.9692013,House,House,173 Lee Street,Carlton North,VIC,3054,17714315.html
17714320,740.0,3215.0,1.0,1.0,0.0,-37.836617,144.993878,Apartment,Apartment / Unit / Flat,0213/39 Claremont St,South Yarra,VIC,3141,17714320.html
17714324,850.0,3694.0,3.0,1.0,0.0,-37.7784809,145.0190786,House,House,66 Arthur Street,Fairfield,VIC,3078,17714324.html
17714334,655.0,2846.0,4.0,2.0,2.0,-38.1205414,145.3566592,House,House,29 Newbolt Parade,Clyde North,VIC,3978,17714334.html
17714335,450.0,1950.0,3.0,1.0,1.0,-36.798892,144.2283183,House,House,4/6 St George Park Drive,Kangaroo Flat,VIC,3555,17714335.html
17714337,750.0,3259.0,5.0,2.0,2.0,-38.0971297,145.3626386,House,House,9 Clovis Ave,Clyde North,VIC,3978,17714337.html
17714345,460.0,1999.0,3.0,2.0,2.0,-37.8597873,144.6478364,House,House,68 Leeward Drive,Tarneit,VIC,3029,17714345.html
17714352,860.0,3737.0,4.0,3.0,2.0,-37.9184732,145.118674,Townhouse/Villa,Townhouse,1/70 Alice Street,Clayton,VIC,3168,17714352.html
17714353,930.0,4041.0,2.0,2.0,1.0,-37.8206741,144.9401078,Apartment,Apartment / Unit / Flat,1007/915 Collins Street,Docklands,VIC,3008,17714353.html
17714355,600.0,2607.0,1.0,1.0,1.0,-37.8316924,144.9643545,Apartment,Apartment / Unit / Flat,2114/18-24 Dorcas Street,South Melbourne,VIC,3205,17714355.html
17714363,450.0,,3.0,1.0,2.0,-37.6525812,144.923472,House,House,43 Dunkeld Street,Meadow Heights,VIC,3048,17714363.html
17714365,720.0,3129.0,3.0,2.0,2.0,-37.8613553,145.1142563,House,House,1/6 Lynden Grove,Mount Waverley,VIC,3149,17714365.html
17714374,650.0,2824.0,3.0,2.0,1.0,-37.8692371,145.1681682,House,House,132 Springvale Road,Glen Waverley,VIC,3150,17714374.html
17714375,630.0,2737.0,1.0,1.0,0.0,-37.8259372,144.9596136,Apartment,Apartment / Unit / Flat,403/260 City Road,Southbank,VIC,3006,17714375.html
17714379,730.0,3172.0,4.0,2.0,4.0,-37.6132002,145.0085534,House,House,1 Errinundra Way,Wollert,VIC,3750,17714379.html
17714391,1154.0,,4.0,2.0,2.0,-37.026039,145.1839189,House,House,290 Highlands Road,Seymour,VIC,3660,17714391.html
17714402,440.0,1906.0,3.0,1.0,2.0,-37.828072,147.6139499,House,House,17 Anderson Street,Bairnsdale,VIC,3875,17714402.html
17714403,575.0,2499.0,2.0,2.0,1.0,-37.7979686,144.8996005,Apartment,Apartment / Unit / Flat,303/99 Donald Street,Footscray,VIC,3011,17714403.html
17714415,575.0,2499.0,2.0,2.0,1.0,-37.7979686,144.8996005,Apartment,Apartment / Unit / Flat,306/99 Donald Street,Footscray,VIC,3011,17714415.html
17714418,560.0,2433.0,3.0,2.0,2.0,-38.1512407,145.9116485,House,House,64 Silkwood Drive,Warragul,VIC,3820,17714418.html
17714420,450.0,1955.0,3.0,1.0,2.0,-37.8914866,144.6556003,House,House,20 Julian Street,Werribee,VIC,3030,17714420.html
17714422,705.0,3063.0,,1.0,0.0,-37.836617,144.993878,Apartment,Apartment / Unit / Flat,0203/39 Claremont Street,South Yarra,VIC,3141,17714422.html
17714435,550.0,2390.0,3.0,1.0,2.0,-37.8877959,145.2631053,House,House,1745 Ferntree Gully Road,Ferntree Gully,VIC,3156,17714435.html
17714450,665.0,2889.0,,,0.0,-37.8395181,144.9955966,Apartment,Apartment / Unit / Flat,South Yarra VIC 3141,South Yarra,VIC,3141,17714450.html
17714476,300.0,1304.0,1.0,1.0,0.0,-37.808626,144.960383,Apartment,Apartment / Unit / Flat,102/445 Elizabeth Street,Melbourne,VIC,3000,17714476.html
17714481,320.0,1390.0,1.0,1.0,0.0,-37.808626,144.960383,Apartment,Studio,112/445 Elizabeth Street,Melbourne,VIC,3000,17714481.html
17714501,500.0,2173.0,4.0,2.0,2.0,-37.7472079,144.6810262,Townhouse/Villa,Townhouse,6 Cupola Walk,Truganina,VIC,3029,17714501.html
17714523,600.0,2607.0,3.0,1.0,1.0,-37.9186319,145.122473,Townhouse/Villa,Townhouse,8/10-12 Murray Street,Clayton,VIC,3168,17714523.html
17714524,520.0,2260.0,4.0,2.0,2.0,-37.8413767,144.6369106,House,House,56 Celestial Circuit,Tarneit,VIC,3029,17714524.html
17714529,650.0,2824.0,2.0,2.0,1.0,-37.90506,145.113266,House,House,102&204/1801 Dandenong Road,Oakleigh East,VIC,3166,17714529.html
17714530,750.0,3259.0,3.0,2.0,2.0,-37.90506,145.113266,House,House,G01/1801 Dandenong Road,Oakleigh East,VIC,3166,17714530.html
17714531,700.0,3042.0,2.0,1.0,4.0,-37.7499268,144.9755884,House,House,15 Huntington Grove,Coburg,VIC,3058,17714531.html
17714539,600.0,2607.0,4.0,2.0,2.0,-37.9092563,144.7255102,House,House,7 Spinifex street,Point Cook,VIC,3030,17714539.html
17714540,395.0,1716.0,1.0,1.0,0.0,-37.8062131,144.965471,Apartment,Studio,611/22 Orr St,Carlton,VIC,3053,17714540.html
17714547,740.0,3215.0,2.0,2.0,1.0,-37.78757460000001,145.1270091,Apartment,Apartment / Unit / Flat,315/642 Doncaster Road,Doncaster,VIC,3108,17714547.html
17714555,480.0,2086.0,2.0,1.0,1.0,-37.7371331,145.0047743,Apartment,Apartment / Unit / Flat,4/94 Beauchamp Street,Preston,VIC,3072,17714555.html
17714559,525.0,2281.0,2.0,1.0,2.0,-37.8715549,145.0935137,Apartment,Apartment / Unit / Flat,25/2-12 Temple Street,Ashwood,VIC,3147,17714559.html
17714560,990.0,4302.0,4.0,2.0,1.0,-37.741633,144.991816,House,House,109A Bruce Street,Preston,VIC,3072,17714560.html
17714577,540.0,2346.0,1.0,1.0,0.0,-37.8307587,144.9675355,Apartment,Apartment / Unit / Flat,806/70 Dorcas Street,Southbank,VIC,3006,17714577.html
17714588,875.0,3803.0,4.0,2.0,1.0,-37.8300667,144.8832431,House,House,8 Reed Street,Spotswood,VIC,3015,17714588.html
17714594,540.0,2433.0,3.0,1.0,0.0,-38.0132619,145.2964745,House,House,20 Sweet Gum Avenue,Narre Warren,VIC,3805,17714594.html
17714605,540.0,2346.0,4.0,3.0,4.0,-37.4705602,144.9646852,House,House,22 Austral Street,Beveridge,VIC,3753,17714605.html
17714606,580.0,2520.0,4.0,2.0,2.0,-38.1312794,145.840323,House,House,29 Trefella Rise,Drouin,VIC,3818,17714606.html
17714608,470.0,2042.0,4.0,2.0,2.0,-37.72423440000001,144.5763548,House,House,9 Sanctum Drive,Weir Views,VIC,3338,17714608.html
17714609,660.0,2867.0,3.0,2.0,1.0,-37.7889505,144.8787907,Townhouse/Villa,Townhouse,21 Studley Street,Maidstone,VIC,3012,17714609.html
17714622,550.0,2389.0,3.0,1.0,1.0,-37.9827547,145.2384193,House,House,18 Liquidamber Street,Doveton,VIC,3177,17714622.html
17714633,420.0,1820.0,3.0,1.0,2.0,-38.3670309,141.5935874,House,House,171 Boronia Dr,Portland,VIC,3305,17714633.html
17714641,675.0,2933.0,3.0,2.0,2.0,-37.7653,144.85166,House,House,20 Bluebell Court,Sunshine North,VIC,3020,17714641.html
17714643,560.0,2433.0,3.0,2.0,2.0,-38.0986256,145.24852,House,House,89 Avonbury Cct,Cranbourne West,VIC,3977,17714643.html
17714650,455.0,1977.0,2.0,1.0,0.0,-37.8334529,144.9906888,Apartment,Apartment / Unit / Flat,8/79 Alexandra Avenue,South Yarra,VIC,3141,17714650.html
17714655,520.0,2260.0,4.0,2.0,2.0,-37.7392682,144.6527108,House,House,9 Ficus Way,Rockbank,VIC,3335,17714655.html
17714656,640.0,2781.0,2.0,1.0,2.0,-38.3450076,144.9708662,House,House,39 Kent Street,Dromana,VIC,3936,17714656.html
17714658,455.0,1977.0,3.0,2.0,1.0,-38.0998744,147.0618459,House,House,145 Pearson Street,Sale,VIC,3850,17714658.html
17714661,750.0,3258.0,5.0,2.0,4.0,-37.7317196,144.7920668,House,House,5 Elissa Way,St Albans,VIC,3021,17714661.html
17714673,450.0,1955.0,2.0,1.0,1.0,-37.8340027,145.1948971,Apartment,Apartment / Unit / Flat,1/662-664 Mitcham Road,Vermont,VIC,3133,17714673.html
17714681,680.0,2955.0,4.0,2.0,2.0,-37.5433576,144.9037664,House,House,15 Heathcote Street,Mickleham,VIC,3064,17714681.html
17714699,530.0,2303.0,4.0,2.0,2.0,-37.7375257,144.6618826,House,House,3 Tesla Road,Rockbank,VIC,3335,17714699.html
17714704,500.0,2173.0,1.0,1.0,1.0,-37.7769917,144.9531023,Apartment,Apartment / Unit / Flat,11/811 Park Street,Brunswick,VIC,3056,17714704.html
17714718,680.0,2954.0,4.0,2.0,2.0,-38.1366177,144.3002652,House,House,81 Clarkes Rd,Fyansford,VIC,3218,17714718.html
17714719,480.0,2086.0,2.0,1.0,2.0,-37.7247249,144.9562578,House,House,2 Ulm Street,Coburg North,VIC,3058,17714719.html
17714732,720.0,3129.0,3.0,1.0,2.0,-37.97252520000001,145.0648691,House,House,10 Cobham Street,Cheltenham,VIC,3192,17714732.html
17714736,460.0,1999.0,3.0,2.0,1.0,-37.5206351,144.9616494,Townhouse/Villa,Townhouse,4 Camellia Walk,Kalkallo,VIC,3064,17714736.html
17714737,520.0,2260.0,3.0,2.0,2.0,-37.6497866,145.0901948,Townhouse/Villa,Townhouse,832A Plenty Road,South Morang,VIC,3752,17714737.html
17714740,490.0,2129.0,3.0,2.0,2.0,-37.704843,144.774432,Apartment,Apartment / Unit / Flat,39/330 Sydenham Road,Sydenham,VIC,3037,17714740.html
17714747,550.0,2390.0,3.0,2.0,2.0,-38.0802903,145.4901436,Townhouse/Villa,Townhouse,35 Hunt Way,Pakenham,VIC,3810,17714747.html
17714752,650.0,2824.0,3.0,2.0,2.0,-38.1105307,145.1563173,Townhouse/Villa,Townhouse,66 Centenary Street,Seaford,VIC,3198,17714752.html
17714754,625.0,2709.0,4.0,3.0,2.0,-37.543363,143.7678656,House,House,86 Thurling Parade,Lucas,VIC,3350,17714754.html
17714756,590.0,2564.0,2.0,1.0,2.0,-37.7239899,144.9952554,House,House,23 Gilbank Street,Reservoir,VIC,3073,17714756.html
17714759,830.0,3607.0,3.0,1.0,1.0,-37.857539,144.9905489,Apartment,Apartment / Unit / Flat,3/106 Wellington Street,St Kilda,VIC,3182,17714759.html
17714762,450.0,,3.0,1.0,2.0,-37.7961243,144.813258,House,House,28 Dalton Street,Sunshine West,VIC,3020,17714762.html
17714768,450.0,1955.0,2.0,1.0,1.0,-37.9276335,145.0573901,Apartment,Apartment / Unit / Flat,2/87 East Boundary Road,Bentleigh East,VIC,3165,17714768.html
17714777,485.0,2101.0,4.0,2.0,3.0,-37.7140641,144.6295522,House,House,5 Tower Street,Thornhill Park,VIC,3335,17714777.html
17714780,430.0,,2.0,1.0,1.0,-37.7005568,145.057734,Apartment,Apartment / Unit / Flat,1/1251 Plenty Road,Bundoora,VIC,3083,17714780.html
17714781,380.0,1651.0,1.0,1.0,0.0,-37.8168313,145.1214431,Apartment,Apartment / Unit / Flat,53/5 Archibald Street,Box Hill,VIC,3128,17714781.html
17714782,625.0,2716.0,2.0,1.0,1.0,-37.8589661,145.0093799,Apartment,Apartment / Unit / Flat,9/2 Karbarook Avenue,Prahran,VIC,3181,17714782.html
17714783,525.0,2282.0,3.0,2.0,2.0,-37.6138044,144.9929382,House,House,71 Garrong Avenue,Wollert,VIC,3750,17714783.html
17714784,795.0,3455.0,3.0,2.0,3.0,-37.8258053,145.1793173,Townhouse/Villa,Townhouse,3/2 Erskine Street,Nunawading,VIC,3131,17714784.html
17714793,550.0,2389.0,3.0,2.0,1.0,-37.8821619,145.2642321,House,House,1/35 Dobson Street,Ferntree Gully,VIC,3156,17714793.html
17714801,670.0,2911.0,5.0,2.0,2.0,-38.3087488,145.1731679,House,House,8 Olivia Way,Hastings,VIC,3915,17714801.html
17714810,510.0,2217.0,3.0,2.0,2.0,-37.5822666,144.7229411,Apartment,Apartment / Unit / Flat,3/73 Pasley Street,Sunbury,VIC,3429,17714810.html
17714811,475.0,2064.0,4.0,2.0,2.0,-37.7242219,144.6063039,House,House,5 Spadefoot Place,Strathtulloh,VIC,3338,17714811.html
17714821,550.0,2390.0,3.0,2.0,2.0,-38.12146,145.3674943,House,House,4 Theatre Cct,Clyde North,VIC,3978,17714821.html
17714822,600.0,2607.0,4.0,2.0,2.0,-37.5677196,144.9217266,House,House,12 Olivetree Loop,Craigieburn,VIC,3064,17714822.html
17714827,570.0,2477.0,3.0,1.0,4.0,-38.1472181,145.1708145,House,House,48 Sassafras Drive,Frankston,VIC,3199,17714827.html
17714835,360.0,1608.0,1.0,1.0,0.0,-37.9167109,145.1218893,Townhouse/Villa,Townhouse,1A&B/196 Clayton Road,Clayton,VIC,3168,17714835.html
17714838,400.0,1738.0,3.0,3.0,1.0,-37.651991,144.567808,House,House,85 Mercer Street,Harkness,VIC,3337,17714838.html
17714848,550.0,2390.0,3.0,1.0,3.0,-37.7180746,144.9487728,House,House,11 Dorothy Street,Pascoe Vale,VIC,3044,17714848.html
17714849,460.0,1999.0,2.0,2.0,1.0,-38.0483834,145.2666424,Apartment,Apartment / Unit / Flat,12/12 Stellato Place,Hampton Park,VIC,3976,17714849.html
17714860,500.0,2173.0,4.0,2.0,2.0,-37.88266429999999,147.8450808,House,House,19 Leighton Bay Drive,Metung,VIC,3904,17714860.html
17714861,420.0,1825.0,3.0,1.0,1.0,-38.0774029,144.3421564,House,House,9 Erica Avenue,Corio,VIC,3214,17714861.html
17714865,700.0,3042.0,2.0,2.0,1.0,-37.8466238,144.9910971,Apartment,Apartment / Unit / Flat,601/31 Grattan Street,Prahran,VIC,3181,17714865.html
17714867,625.0,2716.0,1.0,1.0,0.0,-37.82317219999999,144.9639558,Apartment,Apartment / Unit / Flat,4101/70 Southbank Boulevard,Southbank,VIC,3006,17714867.html
17714870,600.0,2607.0,3.0,2.0,2.0,-37.7086499,144.7677085,House,House,2 Barm Close,Sydenham,VIC,3037,17714870.html
17714871,700.0,3215.0,3.0,2.0,2.0,-37.9673929,145.0636791,House,House,2/12-16 Axelton Street,Cheltenham,VIC,3192,17714871.html
17714875,630.0,2730.0,4.0,2.0,2.0,-36.3927083,145.338574,House,House,22 Tylabelle Terrace,Mooroopna,VIC,3629,17714875.html
17714876,2600.0,15600.0,4.0,4.0,1.0,-37.9102318,144.9900077,Townhouse/Villa,Townhouse,31B Chelsea Street,Brighton,VIC,3186,17714876.html
17714878,500.0,2173.0,1.0,1.0,1.0,-37.8000284,144.9541714,Apartment,Apartment / Unit / Flat,107/33 Wreckyn Street,North Melbourne,VIC,3051,17714878.html
17714880,650.0,2824.0,2.0,2.0,1.0,-37.7984308,144.9526986,Apartment,Apartment / Unit / Flat,208/97 Flemington Road,North Melbourne,VIC,3051,17714880.html
17714900,925.0,4008.0,3.0,1.0,4.0,-37.7731826,145.0052854,House,House,38 Derby Street,Northcote,VIC,3070,17714900.html
17714910,520.0,2260.0,3.0,1.0,2.0,-38.1488277,145.1698799,House,House,65 Lucerne Crescent,Frankston,VIC,3199,17714910.html
17714919,1000.0,6000.0,2.0,2.0,1.0,-37.83924469999999,144.995215,Apartment,Apartment / Unit / Flat,1202/1 Almeida Crescent,South Yarra,VIC,3141,17714919.html
17714920,500.0,2173.0,2.0,1.0,1.0,-37.8332891,144.9897476,Apartment,Apartment / Unit / Flat,1/115A Caroline Street,South Yarra,VIC,3141,17714920.html
17714923,590.0,2564.0,4.0,2.0,2.0,-38.0566605,145.408804,House,House,16 Sawmiller Street,Officer,VIC,3809,17714923.html
17714926,400.0,1738.0,1.0,1.0,0.0,-37.8706116,145.0069905,Apartment,Apartment / Unit / Flat,29/53 Balaclava Road,St Kilda East,VIC,3183,17714926.html
17714930,750.0,3259.0,3.0,2.0,2.0,-37.9359758,145.0671339,House,House,2/93 Wingate St,Bentleigh East,VIC,3165,17714930.html
17714941,420.0,1825.0,3.0,1.0,2.0,-37.8749965,144.7005694,House,House,8 Branton Road,Hoppers Crossing,VIC,3029,17714941.html
17714943,800.0,,2.0,2.0,0.0,-37.82498510000001,144.9615874,Apartment,Apartment / Unit / Flat,2011/1 Balston Street,Southbank,VIC,3006,17714943.html
17714966,1015.0,4410.0,2.0,2.0,1.0,-37.8366262,144.9931363,Apartment,Apartment / Unit / Flat,409/16 Yarra,South Yarra,VIC,3141,17714966.html
17714972,525.0,2281.0,4.0,2.0,2.0,-36.667643,144.3481663,House,House,42 Aspiring Dr,Huntly,VIC,3551,17714972.html
17714983,1105.0,4801.0,2.0,2.0,0.0,-37.8366262,144.9931363,Apartment,Apartment / Unit / Flat,1902/16 Yarra,South Yarra,VIC,3141,17714983.html
17715004,420.0,1825.0,3.0,2.0,2.0,-37.6413422,145.044019,House,House,1 Pentland Drive,Epping,VIC,3076,17715004.html
17715010,700.0,3042.0,2.0,1.0,0.0,-37.8128985,144.9727786,Apartment,Apartment / Unit / Flat,1708/27 Little Collins Street,Melbourne,VIC,3000,17715010.html
17715012,570.0,2477.0,3.0,2.0,2.0,-37.7762059,144.7610913,House,House,4 Corey Close,Deer Park,VIC,3023,17715012.html
17715015,1005.0,4367.0,2.0,2.0,0.0,-37.8366262,144.9931363,Apartment,Apartment / Unit / Flat,402/16 Yarra,South Yarra,VIC,3141,17715015.html
17715021,620.0,2694.0,3.0,1.0,1.0,-37.8155834,145.0582048,Apartment,Apartment / Unit / Flat,2/11 Dean Street,Kew,VIC,3101,17715021.html
17715033,650.0,2824.0,2.0,1.0,1.0,-37.8027957,144.964425,Apartment,Apartment / Unit / Flat,607/123 Pelham Street,Carlton,VIC,3053,17715033.html
17715034,730.0,3172.0,3.0,2.0,2.0,-37.738007,145.0242036,Townhouse/Villa,Townhouse,1/57 Jensen Road,Preston,VIC,3072,17715034.html
17715063,575.0,2499.0,4.0,2.0,2.0,-37.5710724,144.9136257,House,House,6 Viewmont Avenue,Craigieburn,VIC,3064,17715063.html
17715069,460.0,1999.0,1.0,1.0,1.0,-37.8685998,144.9849174,Apartment,Apartment / Unit / Flat,15/84 Blessington Street,St Kilda,VIC,3182,17715069.html
17715070,1200.0,6415.0,4.0,3.0,1.0,-37.7566993,145.0138797,Townhouse/Villa,Townhouse,2/356 Victoria Road,Thornbury,VIC,3071,17715070.html
17715071,795.0,3454.0,1.0,1.0,0.0,-37.8366262,144.9931363,Apartment,Apartment / Unit / Flat,405/16 Yarra,South Yarra,VIC,3141,17715071.html
17715080,490.0,2130.0,3.0,2.0,2.0,-37.6193314,144.7012447,House,House,41 Banks Drive,Diggers Rest,VIC,3427,17715080.html
17715089,740.0,3216.0,3.0,2.0,1.0,-37.7959791,144.8986842,Townhouse/Villa,Townhouse,1/21 Geelong Rd,Footscray,VIC,3011,17715089.html
17715092,700.0,3041.0,4.0,3.0,2.0,-38.0771036,145.3325335,House,House,33 Rossiter Retreat,Cranbourne North,VIC,3977,17715092.html
17715095,360.0,1440.0,1.0,1.0,3.0,-38.10596280000001,145.1290938,Apartment,Studio,34 Railway Parade,Seaford,VIC,3198,17715095.html
17715098,550.0,2389.0,4.0,2.0,2.0,-36.1360051,146.8594782,House,House,7 Chifley Street,Wodonga,VIC,3690,17715098.html
17715106,800.0,3476.0,3.0,2.0,2.0,-37.7682053,144.9779882,House,House,20 Elsie Mews,Brunswick East,VIC,3057,17715106.html
17715108,550.0,2389.0,1.0,1.0,1.0,-37.8384104,144.9885621,Apartment,Apartment / Unit / Flat,306/57 Toorak Road,South Yarra,VIC,3141,17715108.html
17715110,800.0,3476.0,1.0,1.0,0.0,-37.8366262,144.9931363,Apartment,Apartment / Unit / Flat,503/16 Yarra,South Yarra,VIC,3141,17715110.html
17715114,570.0,2477.0,3.0,2.0,1.0,-38.0696061,145.4395627,House,House,20 Laurina Link,Pakenham,VIC,3810,17715114.html
17715124,720.0,3129.0,2.0,1.0,1.0,-37.87038810000001,144.9774386,Apartment,Apartment / Unit / Flat,9/29 Spenser Street,St Kilda,VIC,3182,17715124.html
17715131,500.0,2172.0,4.0,2.0,2.0,-37.7179986,144.5879877,House,House,25 Azadi Crescent,Strathtulloh,VIC,3338,17715131.html
17715132,400.0,1738.0,1.0,1.0,1.0,-37.8403385,145.0041811,Apartment,Apartment / Unit / Flat,17/401 Toorak Road,South Yarra,VIC,3141,17715132.html
17715136,530.0,2303.0,4.0,2.0,2.0,-37.5346741,144.9883825,House,House,54 Farm Crescent,Donnybrook,VIC,3064,17715136.html
17715140,615.0,2672.0,4.0,2.0,2.0,-37.6014394,144.7149805,House,House,13 Bamal Street,Sunbury,VIC,3429,17715140.html
17715141,470.0,2043.0,3.0,1.0,1.0,-37.582516,144.7167581,House,House,16 Fraser Court,Sunbury,VIC,3429,17715141.html
17715143,750.0,3259.0,3.0,2.0,2.0,-37.7712959,145.0993168,House,House,2/3 Walter Street,Bulleen,VIC,3105,17715143.html
17715145,460.0,1999.0,4.0,2.0,2.0,-37.7360063,144.60779,House,House,3 Bristol Street,Strathtulloh,VIC,3338,17715145.html
17715148,560.0,2434.0,3.0,2.0,1.0,-38.127772,145.334271,House,House,40 Northam Tce,Clyde,VIC,3978,17715148.html
17715155,900.0,3911.0,3.0,2.0,2.0,-37.834376,145.1044619,Townhouse/Villa,Townhouse,51 Boisdale Street,Surrey Hills,VIC,3127,17715155.html
17715166,575.0,2499.0,2.0,1.0,1.0,-37.7731957,145.1495875,Apartment,Apartment / Unit / Flat,12/31-33 King Street,Templestowe,VIC,3106,17715166.html
17715171,320.0,1390.0,1.0,1.0,0.0,-37.9130043,145.124261,Apartment,Apartment / Unit / Flat,113/1728 Dandenong Road,Clayton,VIC,3168,17715171.html
17715190,560.0,2434.0,1.0,1.0,0.0,-37.836706,144.9919495,Apartment,Apartment / Unit / Flat,2/32 Darling Street,South Yarra,VIC,3141,17715190.html
17715192,550.0,2390.0,4.0,3.0,2.0,-37.5197572,144.9073054,House,House,30 Coolangatta Drive,Mickleham,VIC,3064,17715192.html
17715202,730.0,3173.0,2.0,2.0,1.0,-37.8183726,144.9555337,Apartment,Apartment / Unit / Flat,3003/568 Collins Street,Melbourne,VIC,3000,17715202.html
17715207,530.0,2302.0,2.0,1.0,1.0,-37.7702241,145.0117503,Apartment,Apartment / Unit / Flat,101C/168 Victoria Road,Northcote,VIC,3070,17715207.html
17715216,700.0,3042.0,4.0,2.0,2.0,-38.26659009999999,145.5727446,House,House,15 Papley Avenue,Lang Lang,VIC,3984,17715216.html
17715222,760.0,,2.0,1.0,1.0,-37.8249338,144.9620243,Apartment,Apartment / Unit / Flat,284/183 City Road,Southbank,VIC,3006,17715222.html
17715223,490.0,2123.0,3.0,1.0,0.0,-37.7924738,144.8279188,House,House,169 Morris Street,Sunshine,VIC,3020,17715223.html
17715238,625.0,2716.0,2.0,2.0,1.0,-37.8003267,144.9095584,Apartment,Apartment / Unit / Flat,903/2 Joseph Road,Footscray,VIC,3011,17715238.html
17715247,330.0,1320.0,2.0,1.0,2.0,-37.0537024,143.7441794,House,House,10 Carrick Street,Maryborough,VIC,3465,17715247.html
17715263,650.0,2824.0,2.0,1.0,1.0,-37.8338348,144.9644575,House,House,118 Tope Street,South Melbourne,VIC,3205,17715263.html
17715265,410.0,1777.0,1.0,1.0,1.0,-37.8765604,144.9937901,Apartment,Apartment / Unit / Flat,48/6-8 Glen Eira Road,Ripponlea,VIC,3185,17715265.html
17715269,500.0,2173.0,1.0,1.0,0.0,-37.77839040000001,144.9649864,Apartment,Apartment / Unit / Flat,12/653 Park Street,Brunswick,VIC,3056,17715269.html
17715299,410.0,1781.0,3.0,1.0,1.0,-37.5823409,143.8396577,House,House,1/109 Rubicon Street,Sebastopol,VIC,3356,17715299.html
17715302,630.0,2738.0,4.0,2.0,2.0,-38.0523461,145.343622,House,House,31 St Boswells Avenue,Berwick,VIC,3806,17715302.html
17715303,650.0,2824.0,2.0,2.0,1.0,-37.9178361,145.1431514,Apartment,Apartment / Unit / Flat,109/11 Renver Road,Clayton,VIC,3168,17715303.html
17715315,525.0,2281.0,1.0,1.0,1.0,-37.7952193,144.9095948,Apartment,Apartment / Unit / Flat,307/2B Ballarat Road,Footscray,VIC,3011,17715315.html
17715319,1500.0,6517.0,3.0,2.0,2.0,-37.8185768,144.9473735,Apartment,Apartment / Unit / Flat,3603/100 Harbour Esplanade,Docklands,VIC,3008,17715319.html
17715322,620.0,2694.0,2.0,1.0,1.0,-37.9772578,145.059827,Apartment,Apartment / Unit / Flat,1/59-61 Patty Street,Mentone,VIC,3194,17715322.html
17715324,520.0,2260.0,1.0,1.0,1.0,-37.8757869,145.0930605,Apartment,Apartment / Unit / Flat,235/70 Batesford Road,Chadstone,VIC,3148,17715324.html
17715331,500.0,2173.0,1.0,1.0,1.0,-37.8524998,144.9968871,Apartment,Apartment / Unit / Flat,311/270 High Street,Windsor,VIC,3181,17715331.html
17715332,535.0,2325.0,2.0,1.0,1.0,-37.8896134,145.0507713,Apartment,Apartment / Unit / Flat,5/10 St Huberts Rd,Carnegie,VIC,3163,17715332.html
17715335,520.0,2260.0,4.0,2.0,2.0,-37.8332973,144.6782076,House,House,10 Kalara Court,Tarneit,VIC,3029,17715335.html
17715338,565.0,2448.0,4.0,2.0,2.0,-37.5883932,144.8930335,House,House,11 Pioneer Street,Craigieburn,VIC,3064,17715338.html
17715344,750.0,3259.0,4.0,1.0,3.0,-37.9810465,145.0759171,House,House,13 Avenza Street,Mentone,VIC,3194,17715344.html
17715347,480.0,2086.0,2.0,1.0,2.0,-37.7082983,145.024237,House,House,2/76C Purinuan Road,Reservoir,VIC,3073,17715347.html
17715350,420.0,1825.0,2.0,2.0,1.0,-37.9079174,144.6367129,House,House,9 Carmarthen Close,Werribee,VIC,3030,17715350.html
17715358,605.0,2629.0,4.0,2.0,2.0,-37.9103595,144.7497905,House,House,8 Endurance Way,Point Cook,VIC,3030,17715358.html
17715377,1295.0,7770.0,3.0,2.0,2.0,-37.8011764,145.0310412,Apartment,Apartment / Unit / Flat,3/103 Brougham Street,Kew,VIC,3101,17715377.html
17715398,700.0,3041.0,2.0,1.0,1.0,-37.7627004,144.9457642,House,House,17 Wallace Street,Brunswick West,VIC,3055,17715398.html
17715401,450.0,1955.0,2.0,1.0,1.0,-37.8614305,144.8480164,Apartment,Apartment / Unit / Flat,1/1 James Avenue,Seaholme,VIC,3018,17715401.html
17715404,710.0,3085.0,1.0,1.0,0.0,-37.8133028,144.9540473,Apartment,Apartment / Unit / Flat,2708/299 King Street,Melbourne,VIC,3000,17715404.html
17715405,645.0,2803.0,1.0,1.0,0.0,-37.82317219999999,144.9639558,Apartment,Apartment / Unit / Flat,1608/70 Southbank Boulevard,Southbank,VIC,3006,17715405.html
17715415,785.0,3411.0,3.0,2.0,2.0,-37.979088,145.0627942,Townhouse/Villa,Townhouse,10/8 Salmon Street,Mentone,VIC,3194,17715415.html
17715418,440.0,1906.0,3.0,1.0,0.0,-38.18716209999999,146.2902012,House,House,11 Balfour Street,Newborough,VIC,3825,17715418.html
17715423,530.0,2303.0,2.0,2.0,1.0,-37.7207022,144.9220471,Apartment,Apartment / Unit / Flat,116/2 Bailey Crescent,Oak Park,VIC,3046,17715423.html
17715430,480.0,2086.0,4.0,2.0,0.0,-37.8250229,144.6748042,House,House,2 Magara Walk,Tarneit,VIC,3029,17715430.html
17715431,650.0,,4.0,2.0,2.0,-37.784322,144.8186888,House,House,1 Adelaide Street,Albion,VIC,3020,17715431.html
